name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college
josh smith,23413.0,Josh Smith,PF,29.0,HOU,55.0,7.0,1404.0,15.2,0.5,0.32,0.242,7.9,17.9,17.8,1.8,3.8,16.9,24.5,-0.1,2.2,-1.2,2.1,1.0,63.0,0.33,0.521,100.0,145.0,50.0,68.0,134.0,Josh Smith,213.0,106.0,University of Southern Colorado,Columbus,Mississippi,Josh Smith,F,6-9,"December 5, 1985",Unknown
bostjan nachbar,16315.0,Bostjan Nachbar,SF,22.0,HOU,14.0,1.0,77.0,5.8,0.41,0.323,0.323,4.6,11.7,6.8,1.4,1.9,14.5,24.8,-0.2,0.1,-5.5,-2.6,-0.1,2.0,0.2,0.5,3.0,3.0,2.0,2.0,6.0,Bostjan Nachbar,206.0,100.0,Unknown,Slovenj Gradec,Slovenia,Bostjan Nachbar,F,6-9,"July 3, 1980",Unknown
brendan haywood,16719.0,Brendan Haywood,C,24.0,WAS,77.0,59.0,1484.0,17.2,0.547,0.003,0.603,13.7,15.6,5.2,1.1,4.9,14.0,17.0,2.4,1.4,-0.9,0.6,0.6,0.0,0.0,0.585,186.0,43.0,32.0,100.0,80.0,Brendan Haywood,213.0,121.0,University of North Carolina,New York,New York,Brendan Haywood,C,7-0,"November 27, 1979",University of North Carolina
brendan haywood,20149.0,Brendan Haywood,C,30.0,DAL,28.0,19.0,741.0,16.1,0.582,0.006,0.558,12.2,19.9,5.0,0.6,5.8,14.1,14.0,1.1,1.1,-1.1,3.0,0.7,0.0,0.0,0.575,78.0,25.0,8.0,57.0,32.0,Brendan Haywood,213.0,121.0,University of North Carolina,New York,New York,Brendan Haywood,C,7-0,"November 27, 1979",University of North Carolina
stan love,3442.0,Stan Love,PF,22.0,BAL,74.0,23.593374650359237,1327.0,12.8,0.491,0.15860433144009717,0.261,6.181565025009618,13.708657175836867,5.6,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.9,1.3,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.736,62.18920998220897,52.0,39.89705245948935,24.470260133673126,73.93983201832528,Stan Love,206.0,97.0,University of Oregon,Los Angeles,California,Stan Love,F,6-9,"April 9, 1949",University of Oregon
bill cartwright,10526.0,Bill Cartwright,C,34.0,CHI,64.0,64.0,1471.0,10.9,0.497,0.0,0.357,7.5,17.7,7.6,0.8,0.6,12.7,17.3,0.6,1.9,-2.4,-0.3,-0.3,0.0,0.24879631551634632,0.604,93.0,87.0,22.0,14.0,75.0,Bill Cartwright,216.0,111.0,University of San Francisco,Lodi,California,Bill Cartwright,C,7-1,"July 30, 1957",University of San Francisco
mike glenn,8414.0,Mike Glenn,SG,31.0,MIL,4.0,0.0,34.0,10.1,0.466,0.0,0.538,0.0,6.6,4.0,1.4,0.0,0.0,19.4,0.0,0.0,-4.0,-3.3,0.0,0.0,0.24879631551634632,0.714,0.0,1.0,1.0,0.0,0.0,Mike Glenn,188.0,79.0,Southern Illinois University,Rome,Georgia,Mike Glenn,G,6-2,"September 10, 1955",Southern Illinois University
jeff green,19552.0,Jeff Green,PF,22.0,OKC,78.0,78.0,2873.0,13.9,0.536,0.231,0.287,4.7,16.3,9.1,1.4,0.8,12.6,21.2,1.8,2.4,-0.5,-0.4,0.8,96.0,0.389,0.788,120.0,155.0,81.0,33.0,173.0,Jeff Green,196.0,88.0,University of Maryland,Unknown,Unknown,Jeff Green,F,6-9,"August 28, 1986",Georgetown University
pepe sanchez,16389.0,Pepe Sanchez,PG,25.0,DET,9.0,0.0,37.0,11.0,0.0,0.0,0.0,12.6,6.5,31.9,7.5,0.0,28.6,9.1,-0.1,0.1,-4.0,5.7,0.0,0.0,0.24879631551634632,0.7192786333417487,4.0,8.0,5.0,0.0,2.0,Pepe Sanchez,193.0,88.0,Temple University,Bahia Blanca,Argentina,Pepe Sanchez,G,6-4,"May 8, 1977",Temple University
brendan haywood,17883.0,Brendan Haywood,C,26.0,WAS,79.0,70.0,1879.0,13.8,0.542,0.0,0.519,12.0,17.0,3.9,0.8,4.3,15.5,14.9,2.0,1.9,-1.7,1.1,0.6,0.0,0.24879631551634632,0.585,200.0,46.0,30.0,104.0,97.0,Brendan Haywood,213.0,121.0,University of North Carolina,New York,New York,Brendan Haywood,C,7-0,"November 27, 1979",University of North Carolina
brendan haywood,17305.0,Brendan Haywood,C,25.0,WAS,68.0,68.0,1865.0,16.5,0.588,0.0,0.611,11.8,16.4,4.9,1.4,4.5,15.1,14.9,3.2,2.0,-0.5,1.5,1.4,0.0,0.24879631551634632,0.609,202.0,57.0,52.0,114.0,96.0,Brendan Haywood,213.0,121.0,University of North Carolina,New York,New York,Brendan Haywood,C,7-0,"November 27, 1979",University of North Carolina
dermie o'connell,198.0,Dermie O'Connell,G,21.0,STB,24.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.281,0.15860433144009717,0.207,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-1.3,0.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.452,62.18920998220897,27.0,39.89705245948935,24.470260133673126,73.93983201832528,Dermie O'Connell,183.0,78.0,College of the Holy Cross,Unknown,Unknown,Dermie O'Connell,G,6-0,"April 13, 1928",College of the Holy Cross
stan love,3977.0,Stan Love,PF,24.0,LAL,51.0,23.593374650359237,698.0,11.9,0.469,0.15860433144009717,0.23,7.4,14.6,9.5,1.7,1.4,15.085098559901962,18.906491853360468,-0.1,0.9,-3.0,-0.7,-0.3,22.215036720029588,0.24879631551634632,0.766,54.0,48.0,28.0,20.0,73.93983201832528,Stan Love,206.0,97.0,University of Oregon,Los Angeles,California,Stan Love,F,6-9,"April 9, 1949",University of Oregon
bill cartwright,8728.0,Bill Cartwright,C,30.0,NYK,82.0,4.0,1676.0,17.8,0.639,0.0,0.807,8.4,18.1,7.5,1.2,1.6,15.9,20.6,4.3,2.1,0.8,0.0,1.2,0.0,0.24879631551634632,0.798,127.0,85.0,43.0,43.0,135.0,Bill Cartwright,216.0,111.0,University of San Francisco,Lodi,California,Bill Cartwright,C,7-1,"July 30, 1957",University of San Francisco
mike glenn,5138.0,Mike Glenn,SG,22.0,BUF,56.0,23.593374650359237,947.0,14.3,0.553,0.15860433144009717,0.176,1.6,7.3,12.6,1.7,0.3,11.1,18.9,1.5,0.4,0.0,-2.2,-0.1,22.215036720029588,0.24879631551634632,0.785,14.0,78.0,35.0,5.0,50.0,Mike Glenn,188.0,79.0,Southern Illinois University,Rome,Georgia,Mike Glenn,G,6-2,"September 10, 1955",Southern Illinois University
mickael gelabale,18929.0,Mickael Gelabale,SG,24.0,SEA,39.0,0.0,465.0,10.5,0.509,0.236,0.115,3.8,9.8,11.1,1.1,1.4,14.1,17.9,0.0,0.2,-2.6,-1.0,-0.2,16.0,0.432,0.778,16.0,33.0,10.0,9.0,27.0,Mickael Gelabale,201.0,97.0,Unknown,Pointe Noire,Guadeloupe,Mickael Gelabale,F,6-7,"May 22, 1983",Unknown
dermie o'connell,196.0,Dermie O'Connell,G,21.0,TOT,61.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.29,0.15860433144009717,0.209,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-3.2,0.7,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.528,62.18920998220897,91.0,39.89705245948935,24.470260133673126,73.93983201832528,Dermie O'Connell,183.0,78.0,College of the Holy Cross,Unknown,Unknown,Dermie O'Connell,G,6-0,"April 13, 1928",College of the Holy Cross
bill cartwright,10978.0,Bill Cartwright,C,35.0,CHI,63.0,63.0,1253.0,8.3,0.458,0.0,0.286,7.4,14.3,8.7,0.8,0.5,13.8,15.5,0.1,1.1,-3.5,-0.8,-0.7,0.0,0.24879631551634632,0.735,83.0,83.0,20.0,10.0,62.0,Bill Cartwright,216.0,111.0,University of San Francisco,Lodi,California,Bill Cartwright,C,7-1,"July 30, 1957",University of San Francisco
al roges,994.0,Al Roges,G,24.0,TOT,17.0,23.593374650359237,201.0,12.479071407825398,0.426,0.15860433144009717,0.393,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.2573073011999194,1.2273947528981102,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.625,62.18920998220897,19.0,39.89705245948935,24.470260133673126,73.93983201832528,Al Roges,193.0,88.0,Long Island University,Unknown,Unknown,Al Roges,G-F,6-4,"October 25, 1930",Long Island University
jeff green,21876.0,Jeff Green,PF,26.0,BOS,81.0,17.0,2252.0,15.0,0.561,0.226,0.329,3.0,13.4,9.6,1.3,2.4,12.5,22.2,1.9,2.8,-0.9,0.1,0.7,70.0,0.385,0.808,55.0,128.0,56.0,68.0,132.0,Jeff Green,196.0,88.0,University of Maryland,Unknown,Unknown,Jeff Green,F,6-9,"August 28, 1986",Georgetown University
jeff green,23711.0,Jeff Green,SF,29.0,TOT,80.0,41.0,2253.0,13.0,0.51,0.258,0.267,3.6,13.3,10.0,1.3,1.5,9.2,20.2,1.3,1.7,-1.0,-0.7,0.2,67.0,0.315,0.745,74.0,138.0,58.0,40.0,93.0,Jeff Green,196.0,88.0,University of Maryland,Unknown,Unknown,Jeff Green,F,6-9,"August 28, 1986",Georgetown University
wesley matthews,24438.0,Wesley Matthews,SG,30.0,DAL,73.0,73.0,2495.0,11.9,0.533,0.566,0.211,0.8,11.8,13.6,1.6,0.6,9.9,19.4,1.0,2.1,0.2,-0.1,1.3,174.0,0.363,0.816,18.0,210.0,77.0,16.0,102.0,Wesley Matthews,185.0,77.0,University of Wisconsin,Sarasota,Florida,Wesley Matthews,G,6-5,"October 14, 1986",Marquette University
john henson,24323.0,John Henson,C,26.0,MIL,58.0,39.0,1123.0,15.3,0.55,0.003,0.346,9.6,20.8,7.7,1.3,6.1,13.0,16.6,1.1,1.6,-2.6,2.5,0.5,0.0,0.0,0.692,92.0,57.0,29.0,78.0,53.0,John Henson,211.0,103.0,University of North Carolina,Greensboro,North Carolina,John Henson,C-F,6-11,"December 28, 1990",University of North Carolina
jeff green,23100.0,Jeff Green,SF,28.0,BOS,33.0,33.0,1093.0,14.6,0.539,0.324,0.303,2.1,12.2,7.9,1.2,0.9,9.4,23.8,1.0,1.0,-0.1,-1.4,0.1,47.0,0.305,0.84,21.0,53.0,27.0,13.0,56.0,Jeff Green,196.0,88.0,University of Maryland,Unknown,Unknown,Jeff Green,F,6-9,"August 28, 1986",Georgetown University
gerry ward,2071.0,Gerry Ward,SG,22.0,STL,24.0,23.593374650359237,139.0,7.0,0.355,0.15860433144009717,0.321,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.3,0.2,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.647,62.18920998220897,21.0,39.89705245948935,24.470260133673126,73.93983201832528,Gerry Ward,193.0,88.0,Boston College,Unknown,Unknown,Gerry Ward,G,6-4,"September 6, 1941",Boston College
pete maravich*,3210.0,Pete Maravich*,SG,23.0,ATL,81.0,23.593374650359237,2926.0,17.8,0.512,0.15860433144009717,0.313,6.181565025009618,13.708657175836867,18.3,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,5.2,1.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.8,62.18920998220897,355.0,39.89705245948935,24.470260133673126,73.93983201832528,Pete Maravich*,196.0,89.0,Louisiana State University,Aliquippa,Pennsylvania,,,,,
chris mullin*,13196.0,Chris Mullin*,SF,33.0,GSW,79.0,63.0,2733.0,17.6,0.645,0.255,0.269,3.3,10.5,19.9,2.5,0.9,17.8,17.6,6.0,1.1,3.0,-0.2,3.3,83.0,0.411,0.864,75.0,322.0,130.0,33.0,192.0,Chris Mullin*,198.0,90.0,St. John's University,New York,New York,,,,,
charlie criss,5084.0,Charlie Criss,PG,29.0,ATL,77.0,23.593374650359237,1935.0,14.8,0.496,0.15860433144009717,0.394,1.3,5.6,22.5,2.6,0.2,14.5,21.4,1.9,1.8,-0.3,-1.5,0.1,22.215036720029588,0.24879631551634632,0.797,24.0,294.0,108.0,5.0,150.0,Charlie Criss,173.0,74.0,New Mexico State University,Valhalla,New York,Charlie Criss,G,5-8,"November 6, 1948",New Mexico State University
jose ortiz,9383.0,Jose Ortiz,PF,25.0,UTA,51.0,15.0,327.0,8.1,0.477,0.008,0.416,11.0,8.8,5.3,1.2,1.3,19.6,23.8,-0.5,0.5,-5.3,-1.2,-0.4,0.0,0.0,0.596,30.0,11.0,8.0,7.0,36.0,Jose Ortiz,208.0,102.0,Oregon State University,Albonito,Puerto Rico,Jose Ortiz,F,6-10,"October 25, 1963",Oregon State University
terrell brandon,14012.0,Terrell Brandon,PG,28.0,TOT,36.0,34.0,1217.0,19.5,0.463,0.093,0.154,2.5,10.6,44.0,2.8,0.6,12.0,23.0,1.9,1.2,2.6,-0.7,1.2,12.0,0.255,0.833,27.0,309.0,63.0,10.0,74.0,Terrell Brandon,180.0,81.0,University of Oregon,Portland,Oregon,Terrell Brandon,G,5-11,"May 20, 1970",University of Oregon
pete maravich*,5219.0,Pete Maravich*,SG,30.0,NOJ,50.0,23.593374650359237,2041.0,17.6,0.492,0.15860433144009717,0.22,2.3,6.0,26.1,2.2,0.2,15.3,30.1,1.3,1.7,1.5,-1.5,1.0,22.215036720029588,0.24879631551634632,0.87,49.0,335.0,101.0,8.0,248.0,Pete Maravich*,196.0,89.0,Louisiana State University,Aliquippa,Pennsylvania,,,,,
charlie criss,6516.0,Charlie Criss,PG,33.0,SDC,28.0,20.0,840.0,13.1,0.552,0.073,0.299,1.0,5.4,18.1,1.2,0.3,13.8,18.3,1.2,-0.2,-0.1,-3.3,-0.3,8.0,0.381,0.884,7.0,112.0,21.0,4.0,52.0,Charlie Criss,173.0,74.0,New Mexico State University,Valhalla,New York,Charlie Criss,G,5-8,"November 6, 1948",New Mexico State University
pete maravich*,5948.0,Pete Maravich*,SG,32.0,UTA,17.0,23.593374650359237,522.0,12.4,0.459,0.037,0.17,1.6,7.1,16.6,1.4,0.4,12.5,29.7,-0.5,0.0,-3.0,-4.2,-0.7,7.0,0.636,0.82,7.0,54.0,15.0,4.0,45.0,Pete Maravich*,196.0,89.0,Louisiana State University,Aliquippa,Pennsylvania,,,,,
charlie criss,6514.0,Charlie Criss,PG,33.0,TOT,55.0,20.0,1392.0,13.3,0.524,0.058,0.319,1.1,5.9,19.2,1.5,0.3,12.6,19.5,1.6,0.4,-0.5,-2.5,-0.4,10.0,0.345,0.887,13.0,187.0,44.0,6.0,82.0,Charlie Criss,173.0,74.0,New Mexico State University,Valhalla,New York,Charlie Criss,G,5-8,"November 6, 1948",New Mexico State University
chris mullin*,8526.0,Chris Mullin*,SG,23.0,GSW,82.0,82.0,2377.0,15.8,0.58,0.068,0.351,1.8,6.6,15.9,1.9,0.9,12.6,20.8,4.0,1.2,1.2,-1.0,1.3,19.0,0.302,0.825,39.0,261.0,98.0,36.0,154.0,Chris Mullin*,198.0,90.0,St. John's University,New York,New York,,,,,
steve burtt,10972.0,Steve Burtt,SG,30.0,WSB,4.0,0.0,35.0,18.5,0.477,0.115,0.385,6.3,3.3,31.3,2.8,0.0,11.6,41.8,0.0,0.0,2.1,-4.5,0.0,1.0,0.333,0.8,2.0,6.0,2.0,0.0,4.0,Steve Burtt,188.0,83.0,Iona College,New York,New York,Steve Burtt,G,6-2,"November 5, 1962",Iona College
elliot williams,24078.0,Elliot Williams,PG,26.0,MEM,5.0,0.0,45.0,3.3,0.34,0.4,0.4,2.4,7.9,12.4,0.0,0.0,7.8,12.7,0.0,0.0,-5.2,-3.5,-0.1,1.0,0.25,0.75,1.0,4.0,0.0,0.0,1.0,Elliot Williams,196.0,86.0,University of Memphis,Memphis,Tennessee,Elliot Williams,G,6-5,"June 20, 1989",University of Memphis
lazar hayward,21901.0,Lazar Hayward,SF,26.0,MIN,4.0,0.0,31.0,11.2,0.396,0.4,0.6,0.0,15.2,14.2,3.3,0.0,0.0,18.3,0.0,0.0,-2.5,-0.4,0.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,Lazar Hayward,198.0,102.0,Marquette University,Buffalo,New York,Lazar Hayward,F,6-6,"November 26, 1986",Marquette University
lazar hayward,20777.0,Lazar Hayward,SF,24.0,MIN,42.0,0.0,419.0,10.8,0.464,0.39,0.273,5.9,12.8,10.3,1.4,1.3,9.9,19.5,0.1,0.2,-1.7,-1.9,-0.2,17.0,0.283,0.786,23.0,28.0,12.0,7.0,19.0,Lazar Hayward,198.0,102.0,Marquette University,Buffalo,New York,Lazar Hayward,F,6-6,"November 26, 1986",Marquette University
victor oladipo,22684.0,Victor Oladipo,PG,21.0,ORL,80.0,44.0,2487.0,13.6,0.514,0.241,0.34,1.9,13.1,21.9,2.7,1.2,19.2,24.4,-1.4,2.8,-1.6,0.8,0.8,74.0,0.327,0.78,43.0,327.0,129.0,37.0,256.0,Victor Oladipo,193.0,95.0,Indiana University,Silver Spring,Maryland,Victor Oladipo,G,6-4,"May 4, 1992",Indiana University
doug collins,5080.0,Doug Collins,SG,26.0,PHI,79.0,23.593374650359237,2770.0,16.9,0.568,0.15860433144009717,0.269,3.3,5.0,16.9,2.0,0.5,15.5,22.1,5.6,2.0,2.3,-1.3,2.1,22.215036720029588,0.24879631551634632,0.812,87.0,320.0,128.0,25.0,250.0,Doug Collins,198.0,81.0,Illinois State University,Christopher,Illinois,Doug Collins,G-F,6-6,"July 28, 1951",Illinois State University
bob mcadoo*,7049.0,Bob McAdoo*,C,31.0,LAL,47.0,1.0,1019.0,20.6,0.555,0.002,0.29,8.7,17.8,5.3,1.8,2.1,9.7,27.2,2.3,1.2,0.6,-2.2,0.1,0.0,0.0,0.73,76.0,39.0,40.0,40.0,68.0,Bob McAdoo*,206.0,95.0,University of North Carolina,Greensboro,North Carolina,,,,,
bob mcadoo*,7751.0,Bob McAdoo*,C,33.0,LAL,66.0,0.0,1254.0,15.4,0.559,0.002,0.297,7.9,17.9,6.9,0.7,2.3,13.3,23.0,1.4,1.5,-1.3,-1.0,-0.1,0.0,0.0,0.753,79.0,67.0,18.0,53.0,95.0,Bob McAdoo*,206.0,95.0,University of North Carolina,Greensboro,North Carolina,,,,,
ray felix,1717.0,Ray Felix,C,31.0,LAL,80.0,23.593374650359237,1478.0,9.1,0.475,0.15860433144009717,0.327,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.8,1.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.692,62.18920998220897,55.0,39.89705245948935,24.470260133673126,73.93983201832528,Ray Felix,211.0,99.0,Long Island University,New York,New York,Ray Felix,C,6-11,"December 10, 1930",Long Island University
henry bibby,5409.0,Henry Bibby,PG,29.0,PHI,82.0,23.593374650359237,2538.0,11.2,0.493,0.15860433144009717,0.386,3.1,6.8,19.2,1.3,0.1,16.2,18.6,1.3,2.4,-1.4,-0.9,-0.2,22.215036720029588,0.24879631551634632,0.794,72.0,371.0,72.0,7.0,197.0,Henry Bibby,185.0,83.0,"University of California, Los Angeles",Franklinton,North Carolina,Henry Bibby,G,6-1,"November 24, 1949","University of California, Los Angeles"
robert swift,19244.0,Robert Swift,C,22.0,SEA,8.0,4.0,98.0,2.9,0.391,0.0,0.118,6.7,13.3,1.4,2.5,4.4,35.9,12.3,-0.3,0.1,-8.7,3.1,-0.1,0.0,0.24879631551634632,1.0,6.0,1.0,5.0,6.0,10.0,Robert Swift,213.0,111.0,Unknown,Bakersfield,California,Robert Swift,C,7-0,"December 3, 1985",Unknown
ray felix,1486.0,Ray Felix,C,29.0,MNL,31.0,23.593374650359237,696.0,12.0,0.441,0.15860433144009717,0.303,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.2,0.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.646,62.18920998220897,29.0,39.89705245948935,24.470260133673126,73.93983201832528,Ray Felix,211.0,99.0,Long Island University,New York,New York,Ray Felix,C,6-11,"December 10, 1930",Long Island University
henry bibby,4123.0,Henry Bibby,PG,25.0,TOT,75.0,23.593374650359237,1400.0,14.6,0.482,0.15860433144009717,0.305,3.4,6.8,19.8,1.7,0.1,15.085098559901962,18.906491853360468,0.7,0.8,0.1,-2.3,-0.1,22.215036720029588,0.24879631551634632,0.725,47.0,181.0,54.0,3.0,73.93983201832528,Henry Bibby,185.0,83.0,"University of California, Los Angeles",Franklinton,North Carolina,Henry Bibby,G,6-1,"November 24, 1949","University of California, Los Angeles"
doug collins,5795.0,Doug Collins,SG,28.0,PHI,36.0,23.593374650359237,963.0,13.6,0.533,0.002,0.302,3.4,6.8,15.1,1.5,0.4,15.0,22.7,0.9,1.0,-1.0,-1.5,-0.1,0.0,0.0,0.911,29.0,100.0,30.0,7.0,82.0,Doug Collins,198.0,81.0,Illinois State University,Christopher,Illinois,Doug Collins,G-F,6-6,"July 28, 1951",Illinois State University
bob mcadoo*,6676.0,Bob McAdoo*,C,30.0,LAL,41.0,0.0,746.0,14.4,0.509,0.015,0.382,6.8,16.1,5.5,1.4,2.6,11.7,23.2,0.5,1.0,-2.6,-1.0,-0.3,0.0,0.0,0.714,45.0,32.0,22.0,36.0,51.0,Bob McAdoo*,206.0,95.0,University of North Carolina,Greensboro,North Carolina,,,,,
ray felix,1605.0,Ray Felix,C,30.0,LAL,78.0,23.593374650359237,1510.0,9.6,0.433,0.15860433144009717,0.38,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.1,1.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.699,62.18920998220897,37.0,39.89705245948935,24.470260133673126,73.93983201832528,Ray Felix,211.0,99.0,Long Island University,New York,New York,Ray Felix,C,6-11,"December 10, 1930",Long Island University
doug collins,4427.0,Doug Collins,SG,24.0,PHI,77.0,23.593374650359237,2995.0,16.7,0.575,0.15860433144009717,0.372,4.1,5.8,9.6,1.6,0.4,15.085098559901962,18.906491853360468,8.2,1.9,2.4,-0.9,2.7,22.215036720029588,0.24879631551634632,0.836,126.0,191.0,110.0,24.0,73.93983201832528,Doug Collins,198.0,81.0,Illinois State University,Christopher,Illinois,Doug Collins,G-F,6-6,"July 28, 1951",Illinois State University
god shammgod,13833.0,God Shammgod,PG,21.0,WAS,20.0,0.0,146.0,9.2,0.428,0.034,0.517,1.5,4.0,38.1,2.5,0.5,22.8,28.1,-0.3,0.1,-5.6,-4.1,-0.3,0.0,0.0,0.767,2.0,36.0,7.0,1.0,21.0,God Shammgod,183.0,76.0,Providence College,New York,New York,God Shammgod,G,6-0,"April 29, 1976",Providence College
fred cofield,7975.0,Fred Cofield,PG,24.0,NYK,45.0,1.0,469.0,7.9,0.428,0.082,0.109,1.4,10.1,26.6,2.1,0.4,20.3,21.6,-0.9,0.6,-5.0,-0.8,-0.5,3.0,0.2,0.6,6.0,82.0,20.0,3.0,49.0,Fred Cofield,190.0,86.0,Eastern Michigan University,Ypsilanti,Michigan,Fred Cofield,G,6-3,"January 4, 1962",Eastern Michigan University
john starks,11286.0,John Starks,SG,27.0,NYK,80.0,51.0,2477.0,16.3,0.519,0.28,0.276,2.5,6.5,27.3,1.9,0.3,11.4,26.5,3.3,4.2,2.8,-0.1,2.9,108.0,0.321,0.795,54.0,404.0,91.0,12.0,173.0,John Starks,190.0,81.0,Oklahoma State University,Tulsa,Oklahoma,John Starks,G,6-3,"August 10, 1965",Oklahoma State University
jake voskuhl,15972.0,Jake Voskuhl,C,24.0,PHO,59.0,34.0,900.0,13.9,0.614,0.0,0.565,12.7,18.7,3.0,0.6,1.9,16.6,14.4,1.7,0.9,-1.4,-0.8,-0.1,0.0,0.24879631551634632,0.752,103.0,18.0,11.0,23.0,48.0,Jake Voskuhl,211.0,111.0,University of Connecticut,Tulsa,Oklahoma,Jake Voskuhl,C,6-11,"November 1, 1977",University of Connecticut
mark workman,776.0,Mark Workman,F,22.0,PHW,60.0,23.593374650359237,1001.0,7.2,0.363,0.15860433144009717,0.284,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-1.7,0.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.622,62.18920998220897,36.0,39.89705245948935,24.470260133673126,73.93983201832528,Mark Workman,206.0,97.0,West Virginia University,Charleston,West Virginia,Mark Workman,F-C,6-9,"March 10, 1930",West Virginia University
geert hammink,12483.0,Geert Hammink,C,26.0,GSW,3.0,0.0,10.0,11.4,0.602,0.0,1.5,0.0,11.6,0.0,0.0,0.0,0.0,14.5,0.0,0.0,-3.6,-5.9,0.0,0.0,0.24879631551634632,0.667,0.0,0.0,0.0,0.0,0.0,Geert Hammink,213.0,118.0,Louisiana State University,Didam,Netherlands,Geert Hammink,C,7-0,"July 12, 1969",Louisiana State University
randy white,10412.0,Randy White,PF,23.0,DAL,79.0,29.0,1901.0,10.8,0.455,0.056,0.338,10.4,19.8,4.9,2.2,1.4,14.6,20.8,-1.6,2.3,-4.0,-0.1,-1.0,6.0,0.162,0.707,173.0,63.0,81.0,44.0,131.0,Randy White,203.0,108.0,Louisiana Tech University,Shreveport,Louisiana,Randy White,F,6-8,"November 4, 1967",Louisiana Tech University
otis smith,9012.0,Otis Smith,SG,24.0,GSW,57.0,12.0,1358.0,19.4,0.567,0.072,0.353,8.8,9.0,16.0,3.0,1.5,12.6,22.4,2.6,0.9,2.8,0.1,1.7,13.0,0.317,0.781,110.0,144.0,86.0,36.0,95.0,Otis Smith,196.0,95.0,Jacksonville University,Jacksonville,Florida,Otis Smith,G-F,6-5,"January 30, 1964",Jacksonville University
evric gray,13032.0,Evric Gray,SF,27.0,NJN,5.0,0.0,42.0,2.8,0.388,0.267,0.267,2.4,5.5,7.2,1.2,0.0,15.2,20.1,-0.1,0.0,-6.7,-4.0,-0.1,1.0,0.25,1.0,1.0,2.0,1.0,0.0,3.0,Evric Gray,201.0,106.0,"University of Nevada, Las Vegas",Bloomington,California,Evric Gray,F,6-7,"December 13, 1969","University of Nevada, Las Vegas"
