name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college,PC1,ss_Player_idx,ss_Pos_idx,ss_Tm_idx,ss__c0_equal_width,ss_Age_equal_width,ss_G_equal_width,ss_GS_quantile,ss_MP_quantile,ss_PER_quantile,player_cluster
travis best,16535.0,Travis Best,PG,31.0,DAL,61.0,1.0,762.0,10.1,0.445,0.116,0.267,2.4,7.5,19.5,2.1,0.4,14.7,12.9,0.5,0.2,-1.8,-1.6,-0.3,3.0,0.15,0.87,17.0,112.0,31.0,4.0,33.0,Travis Best,180.0,82.0,Georgia Institute of Technology,Springfield,Massachusetts,Travis Best,G,5-11,"July 12, 1972",Georgia Institute of Technology,-16525.346204354693,668.0,4.0,17.0,3.0,3.0,3.0,1.0,2.0,1.0,2
mile ilic,18443.0,Mile Ilic,C,22.0,NJN,5.0,0.0,6.0,-48.6,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,50.0,46.6,-0.2,0.0,-46.4,-7.2,-0.1,0.0,0.24879631551634632,0.7192786333417487,0.0,0.0,0.0,0.0,3.0,Mile Ilic,216.0,104.0,Unknown,Tuzla,Bosnia and Herzegovina,Mile Ilic,C,7-1,"June 2, 1984",Unknown,-18441.828077553902,3646.0,3.0,18.0,3.0,1.0,0.0,1.0,0.0,0.0,2
dan gadzuric,16671.0,Dan Gadzuric,C,25.0,MIL,75.0,0.0,1260.0,17.0,0.529,0.003,0.338,11.4,19.8,3.7,2.1,6.1,10.1,16.0,1.7,2.0,-0.8,2.6,1.2,0.0,0.0,0.492,126.0,28.0,51.0,105.0,45.0,Dan Gadzuric,211.0,108.0,"University of California, Los Angeles",Den Haag,Netherlands,Dan Gadzuric,C,6-11,"February 2, 1978","University of California, Los Angeles",-16655.80361724003,554.0,3.0,5.0,3.0,1.0,4.0,1.0,3.0,4.0,2
marreese speights,21579.0,Marreese Speights,PF,24.0,MEM,60.0,54.0,1345.0,14.1,0.491,0.006,0.223,11.3,21.4,6.0,0.8,1.8,12.1,20.5,0.9,1.7,-2.4,-0.5,-0.3,0.0,0.0,0.771,133.0,48.0,21.0,29.0,74.0,Marreese Speights,208.0,115.0,University of Florida,St. Petersburg,Florida,Marreese Speights,C-F,6-10,"August 4, 1987",University of Florida,-21562.516738604856,762.0,0.0,29.0,4.0,1.0,3.0,4.0,3.0,3.0,1
chris mills,13184.0,Chris Mills,SF,27.0,CLE,80.0,79.0,3167.0,14.1,0.544,0.246,0.234,4.8,15.8,11.3,1.6,1.2,10.9,17.5,4.1,4.7,0.1,1.7,3.0,86.0,0.391,0.842,118.0,198.0,86.0,41.0,120.0,Chris Mills,198.0,97.0,University of Arizona,Los Angeles,California,Chris Mills,F,6-6,"January 25, 1970",University of Arizona,-13147.726145459264,846.0,2.0,6.0,2.0,2.0,4.0,4.0,4.0,3.0,2
howard porter,4899.0,Howard Porter,PF,28.0,DET,78.0,23.593374650359237,2200.0,13.6,0.509,0.15860433144009717,0.125,7.3,14.3,3.2,1.0,1.7,15.085098559901962,18.906491853360468,2.7,1.4,-1.9,-1.3,-0.6,22.215036720029588,0.24879631551634632,0.858,155.0,53.0,50.0,73.0,73.93983201832528,Howard Porter,203.0,99.0,Villanova University,Stuart,Florida,Howard Porter,F-C,6-8,"August 31, 1948",Villanova University,-4874.111692652422,729.0,0.0,3.0,0.0,2.0,4.0,3.0,4.0,3.0,0
gordan giricek,18939.0,Gordan Giricek,SG,30.0,PHO,22.0,0.0,442.0,12.3,0.58,0.314,0.107,2.5,9.9,11.7,0.9,0.3,12.1,19.2,0.5,0.2,0.0,-2.0,0.0,19.0,0.38,0.941,9.0,35.0,8.0,2.0,23.0,Gordan Giricek,198.0,95.0,Unknown,Zagreb,Croatia,Gordan Giricek,G-F,6-6,"June 20, 1977",Unknown,-18932.90525151497,454.0,1.0,11.0,3.0,3.0,1.0,1.0,1.0,2.0,1
george johnson,3954.0,George Johnson,C,25.0,GSW,66.0,23.593374650359237,1291.0,15.9,0.5,0.15860433144009717,0.299,14.2,23.8,7.0,1.2,4.7,15.085098559901962,18.906491853360468,1.2,2.2,-1.2,2.3,1.0,22.215036720029588,0.24879631551634632,0.551,190.0,73.0,35.0,124.0,73.93983201832528,George Johnson,211.0,111.0,Stephen F. Austin State University,Herleton,Texas,George Johnson,C,6-11,"June 19, 1947",Stephen F. Austin State University,-3939.117330397204,0.0,3.0,10.0,0.0,1.0,3.0,3.0,3.0,4.0,0
george johnson,3954.0,George Johnson,C,25.0,GSW,66.0,23.593374650359237,1291.0,15.9,0.5,0.15860433144009717,0.299,14.2,23.8,7.0,1.2,4.7,15.085098559901962,18.906491853360468,1.2,2.2,-1.2,2.3,1.0,22.215036720029588,0.24879631551634632,0.551,190.0,73.0,35.0,124.0,73.93983201832528,George Johnson,211.0,111.0,Stephen F. Austin State University,Herleton,Texas,George Johnson,C-F,6-11,"December 18, 1948",Dillard University,-3939.117330397204,0.0,3.0,10.0,0.0,1.0,3.0,3.0,3.0,4.0,0
jake tsakalidis,15459.0,Jake Tsakalidis,C,21.0,PHO,57.0,39.0,947.0,9.6,0.502,0.0,0.423,9.8,19.4,3.2,0.5,4.2,20.6,15.1,-0.3,1.6,-5.3,1.5,-0.4,0.0,0.24879631551634632,0.593,83.0,19.0,10.0,55.0,66.0,Jake Tsakalidis,218.0,129.0,Unknown,Rustavi,Georgia,Jake Tsakalidis,C,7-2,"June 10, 1979",Unknown,-15447.415073045826,1043.0,3.0,11.0,3.0,0.0,3.0,4.0,2.0,1.0,2
damon stoudamire,16975.0,Damon Stoudamire,PG,30.0,POR,82.0,82.0,3118.0,14.8,0.508,0.419,0.142,2.0,9.7,27.0,1.8,0.2,14.3,19.2,4.5,1.4,2.2,-1.5,2.1,156.0,0.365,0.876,52.0,500.0,99.0,9.0,180.0,Damon Stoudamire,178.0,77.0,University of Arizona,Portland,Oregon,Damon Stoudamire,G,5-10,"September 3, 1973",University of Arizona,-16938.614608810156,323.0,4.0,13.0,3.0,3.0,4.0,4.0,4.0,3.0,2
rudy white,4634.0,Rudy White,SG,22.0,HOU,32.0,23.593374650359237,284.0,12.5,0.451,0.15860433144009717,0.245,5.1,9.2,14.1,3.1,0.9,15.085098559901962,18.906491853360468,0.0,0.2,-2.7,-0.6,-0.1,22.215036720029588,0.24879631551634632,0.72,13.0,30.0,19.0,5.0,73.93983201832528,Rudy White,188.0,88.0,Arizona State University,Silver City,New Mexico,Rudy White,G,6-2,"June 23, 1953",Arizona State University,-4630.481735597152,1439.0,1.0,12.0,0.0,1.0,1.0,3.0,1.0,2.0,0
terry teagle,7850.0,Terry Teagle,SG,24.0,GSW,19.0,3.0,344.0,15.9,0.575,0.03,0.259,6.6,7.5,6.1,1.8,0.8,8.5,18.7,0.7,0.1,0.7,-2.1,0.0,2.0,0.5,0.714,22.0,14.0,13.0,5.0,14.0,Terry Teagle,196.0,88.0,Baylor University,Broaddus,Texas,Terry Teagle,F-G,6-5,"April 10, 1960",Baylor University,-7845.701663358204,510.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,4.0,3
george johnson,6242.0,George Johnson,PF,24.0,IND,43.0,23.593374650359237,930.0,17.4,0.51,0.013,0.31,11.3,21.6,13.4,2.4,1.4,16.0,22.9,0.7,1.4,-0.1,0.9,0.7,0.0,0.0,0.762,99.0,86.0,47.0,23.0,85.0,George Johnson,211.0,111.0,Stephen F. Austin State University,Herleton,Texas,George Johnson,F-C,6-7,"December 8, 1956",St. John's University,-6231.034681361505,0.0,0.0,16.0,1.0,1.0,2.0,3.0,2.0,4.0,0
george johnson,3695.0,George Johnson,C,24.0,GSW,56.0,23.593374650359237,349.0,10.1,0.414,0.15860433144009717,0.17,6.181565025009618,13.708657175836867,2.8,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.3,0.6,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.412,62.18920998220897,8.0,39.89705245948935,24.470260133673126,73.93983201832528,George Johnson,211.0,111.0,Stephen F. Austin State University,Herleton,Texas,George Johnson,F-C,6-7,"December 8, 1956",St. John's University,-3690.7876120533806,0.0,3.0,10.0,0.0,1.0,3.0,3.0,1.0,1.0,0
nate williams,5369.0,Nate Williams,SG,27.0,NOJ,27.0,23.593374650359237,434.0,14.4,0.458,0.15860433144009717,0.173,6.1,13.7,11.3,2.1,1.4,9.8,22.3,0.3,0.5,-1.3,-0.2,0.1,22.215036720029588,0.24879631551634632,0.838,27.0,34.0,21.0,12.0,25.0,Nate Williams,196.0,97.0,Utah State University,Columbia,Louisiana,Nate Williams,F-G,6-5,"May 2, 1950",Utah State University,-5363.825936027418,628.0,1.0,50.0,1.0,2.0,1.0,3.0,1.0,3.0,0
george johnson,3185.0,George Johnson,C,23.0,BAL,24.0,23.593374650359237,337.0,7.8,0.411,0.15860433144009717,0.3,6.181565025009618,13.708657175836867,3.7,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.3,0.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.367,62.18920998220897,10.0,39.89705245948935,24.470260133673126,73.93983201832528,George Johnson,211.0,111.0,Stephen F. Austin State University,Herleton,Texas,George Johnson,C,6-11,"June 19, 1947",Stephen F. Austin State University,-3180.9617222738016,0.0,3.0,39.0,0.0,1.0,1.0,3.0,1.0,0.0,0
george johnson,3185.0,George Johnson,C,23.0,BAL,24.0,23.593374650359237,337.0,7.8,0.411,0.15860433144009717,0.3,6.181565025009618,13.708657175836867,3.7,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.3,0.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.367,62.18920998220897,10.0,39.89705245948935,24.470260133673126,73.93983201832528,George Johnson,211.0,111.0,Stephen F. Austin State University,Herleton,Texas,George Johnson,C-F,6-11,"December 18, 1948",Dillard University,-3180.9617222738016,0.0,3.0,39.0,0.0,1.0,1.0,3.0,1.0,0.0,0
george johnson,3185.0,George Johnson,C,23.0,BAL,24.0,23.593374650359237,337.0,7.8,0.411,0.15860433144009717,0.3,6.181565025009618,13.708657175836867,3.7,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.3,0.5,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.367,62.18920998220897,10.0,39.89705245948935,24.470260133673126,73.93983201832528,George Johnson,211.0,111.0,Stephen F. Austin State University,Herleton,Texas,George Johnson,F-C,6-7,"December 8, 1956",St. John's University,-3180.9617222738016,0.0,3.0,39.0,0.0,1.0,1.0,3.0,1.0,0.0,0
jim mcelroy,6310.0,Jim McElroy,PG,27.0,ATL,54.0,23.593374650359237,680.0,5.9,0.45,0.04,0.292,1.7,6.5,17.4,1.4,0.8,25.7,18.7,-1.2,0.3,-5.7,-2.0,-1.0,1.0,0.125,0.814,10.0,84.0,20.0,9.0,79.0,Jim McElroy,190.0,86.0,Central Michigan University,Cotton Plant,Arkansas,Jim McElroy,G,6-3,"October 4, 1953",Central Michigan University,-6301.901458329691,1054.0,4.0,9.0,1.0,2.0,3.0,3.0,1.0,0.0,3
bobby lewis,2771.0,Bobby Lewis,SG,23.0,SFW,62.0,23.593374650359237,756.0,10.8,0.455,0.15860433144009717,0.39,6.181565025009618,13.708657175836867,14.2,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.1,0.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.735,62.18920998220897,76.0,39.89705245948935,24.470260133673126,73.93983201832528,Bobby Lewis,190.0,79.0,University of North Carolina,Unknown,Unknown,Bobby Lewis,G,6-3,"March 20, 1945",University of North Carolina,-2762.242065493525,1947.0,1.0,43.0,0.0,1.0,3.0,3.0,2.0,1.0,0
phil smith,6755.0,Phil Smith,SG,29.0,TOT,74.0,41.0,2042.0,12.2,0.494,0.035,0.293,2.9,7.6,20.7,1.6,0.7,15.3,20.3,0.8,0.8,-1.2,-1.6,-0.4,5.0,0.185,0.731,51.0,307.0,67.0,27.0,155.0,Phil Smith,193.0,83.0,University of San Francisco,San Francisco,California,Phil Smith,G,6-4,"April 22, 1952",University of San Francisco,-6731.353582774511,788.0,1.0,0.0,1.0,2.0,4.0,4.0,4.0,2.0,3
marcus haislip,17287.0,Marcus Haislip,PF,24.0,IND,9.0,0.0,106.0,4.0,0.373,0.026,0.289,5.7,11.1,5.2,1.0,1.4,12.3,22.1,-0.3,0.1,-8.1,-1.9,-0.2,0.0,0.0,0.545,5.0,3.0,2.0,2.0,6.0,Marcus Haislip,208.0,104.0,University of Tennessee,Lewisburg,Tennessee,Marcus Haislip,F,6-10,"December 22, 1980",University of Tennessee,-17284.784866836846,2097.0,0.0,16.0,3.0,1.0,0.0,1.0,0.0,0.0,2
steve hayes,7677.0,Steve Hayes,C,29.0,PHI,11.0,0.0,101.0,10.4,0.557,0.0,0.222,12.4,25.4,1.3,0.5,2.3,9.2,8.7,0.1,0.1,-2.4,-1.1,0.0,0.0,0.24879631551634632,0.5,11.0,1.0,1.0,4.0,2.0,Steve Hayes,213.0,92.0,Idaho State University,American Falls,Idaho,Steve Hayes,C,7-0,"August 2, 1955",Idaho State University,-7675.452108992064,1448.0,3.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,3
jacky dorsey,5103.0,Jacky Dorsey,SF,23.0,DEN,7.0,23.593374650359237,37.0,9.2,0.317,0.15860433144009717,0.417,14.4,40.2,6.6,2.4,2.7,17.4,17.8,-0.1,0.1,-7.3,0.9,0.0,22.215036720029588,0.24879631551634632,0.6,5.0,2.0,2.0,2.0,3.0,Jacky Dorsey,201.0,104.0,University of Georgia,Atlanta,Georgia,Jacky Dorsey,F,6-7,"December 18, 1954",University of Georgia,-5102.343297305612,1777.0,2.0,15.0,1.0,1.0,0.0,3.0,0.0,1.0,0
fred roberts,11239.0,Fred Roberts,C,32.0,MIL,79.0,5.0,1488.0,15.5,0.596,0.068,0.395,7.0,11.4,11.7,1.9,1.2,11.8,16.4,3.0,1.0,0.5,-0.4,0.8,12.0,0.414,0.799,91.0,118.0,57.0,27.0,67.0,Fred Roberts,208.0,98.0,Brigham Young University,Provo,Utah,Fred Roberts,F-C,6-10,"August 14, 1960",Brigham Young University,-11221.539203366663,263.0,3.0,5.0,2.0,3.0,4.0,1.0,3.0,3.0,3
udonis haslem,19566.0,Udonis Haslem,PF,28.0,MIA,75.0,75.0,2560.0,13.1,0.553,0.0,0.264,7.8,21.2,5.3,0.9,0.8,10.3,14.7,3.0,2.6,-2.0,0.2,0.2,0.0,0.24879631551634632,0.753,169.0,85.0,43.0,25.0,82.0,Udonis Haslem,203.0,106.0,University of Florida,Miami,Florida,Udonis Haslem,F-C,6-8,"June 9, 1980",University of Florida,-19536.130377008485,392.0,0.0,23.0,3.0,2.0,4.0,4.0,4.0,2.0,1
desagana diop,16121.0,DeSagana Diop,PF,21.0,CLE,80.0,1.0,943.0,6.7,0.356,0.0,0.195,7.3,18.4,6.9,1.8,6.1,25.1,10.3,-1.4,1.2,-6.9,3.4,-0.3,0.0,0.24879631551634632,0.367,63.0,43.0,33.0,81.0,56.0,DeSagana Diop,213.0,136.0,Unknown,Dakar,Senegal,DeSagana Diop,C,7-0,"January 30, 1982",Unknown,-16109.395476318023,189.0,0.0,6.0,3.0,0.0,4.0,1.0,2.0,0.0,2
steve hayes,7328.0,Steve Hayes,C,28.0,SEA,43.0,0.0,253.0,8.9,0.507,0.0,0.28,8.6,19.2,6.7,1.0,4.0,18.8,11.4,0.0,0.3,-4.0,2.0,0.0,0.0,0.24879631551634632,0.357,19.0,13.0,5.0,18.0,13.0,Steve Hayes,213.0,92.0,Idaho State University,American Falls,Idaho,Steve Hayes,C,7-0,"August 2, 1955",Idaho State University,-7324.73926345121,1448.0,3.0,19.0,1.0,2.0,2.0,1.0,1.0,0.0,3
udonis haslem,21897.0,Udonis Haslem,PF,32.0,MIA,75.0,59.0,1414.0,9.9,0.535,0.0,0.179,9.0,25.3,3.8,1.1,0.9,14.2,10.7,1.2,2.0,-2.9,0.0,-0.3,0.0,0.24879631551634632,0.711,97.0,38.0,30.0,15.0,45.0,Udonis Haslem,203.0,106.0,University of Florida,Miami,Florida,Udonis Haslem,F-C,6-8,"June 9, 1980",University of Florida,-21879.81871637211,392.0,0.0,23.0,4.0,3.0,4.0,4.0,3.0,1.0,1
dorell wright,20495.0,Dorell Wright,SF,24.0,MIA,72.0,1.0,1496.0,14.5,0.567,0.375,0.165,4.0,14.4,9.8,1.9,1.7,10.6,15.8,2.1,2.2,0.2,1.3,1.3,61.0,0.389,0.884,50.0,91.0,52.0,32.0,53.0,Dorell Wright,206.0,92.0,Unknown,Los Angeles,California,Dorell Wright,F-G,6-9,"December 2, 1985",Unknown,-20477.00593637715,709.0,2.0,23.0,4.0,1.0,4.0,1.0,3.0,3.0,1
roger mason,18525.0,Roger Mason,SG,26.0,WAS,62.0,0.0,492.0,7.2,0.443,0.57,0.089,1.6,9.1,10.9,1.3,0.9,9.3,18.3,-0.2,0.1,-2.2,-3.4,-0.5,33.0,0.324,0.875,7.0,35.0,13.0,6.0,19.0,Roger Mason,196.0,90.0,University of Virginia,Washington,District of Columbia,Roger Mason,G,6-5,"September 10, 1980",University of Virginia,-18518.377398238044,642.0,1.0,28.0,3.0,2.0,3.0,1.0,1.0,0.0,2
john lucas,18509.0,John Lucas,PG,24.0,HOU,47.0,0.0,383.0,11.8,0.468,0.378,0.122,2.7,8.1,15.1,2.3,0.0,8.4,21.8,0.0,0.6,-1.9,-1.0,-0.1,15.0,0.254,0.789,9.0,33.0,17.0,0.0,15.0,John Lucas,190.0,79.0,University of Maryland,Durham,North Carolina,John Lucas,G,6-3,"October 31, 1953",University of Maryland,-18503.569616594697,203.0,4.0,12.0,3.0,1.0,2.0,1.0,1.0,2.0,2
john lucas,6291.0,John Lucas,PG,27.0,GSW,66.0,23.593374650359237,1919.0,11.6,0.487,0.047,0.287,1.9,7.0,30.7,2.1,0.1,24.5,15.6,0.6,0.7,-1.5,-1.7,-0.6,4.0,0.167,0.738,34.0,464.0,83.0,2.0,185.0,John Lucas,190.0,79.0,University of Maryland,Durham,North Carolina,John Lucas,G,6-3,"October 31, 1953",University of Maryland,-6268.4844205288855,203.0,4.0,10.0,1.0,2.0,3.0,3.0,3.0,2.0,0
jason thompson,24032.0,Jason Thompson,C,29.0,TOR,19.0,6.0,292.0,14.7,0.575,0.227,0.333,8.8,22.4,5.3,1.4,3.4,9.6,13.0,0.6,0.4,-0.5,1.4,0.2,5.0,0.333,0.818,22.0,10.0,8.0,12.0,8.0,Jason Thompson,185.0,83.0,University of South Carolina,New York,New York,Jason Thompson,F-C,6-11,"July 21, 1986",Rider University,-24027.25213647067,891.0,3.0,26.0,4.0,2.0,1.0,1.0,1.0,3.0,1
jason thompson,21601.0,Jason Thompson,PF,25.0,SAC,64.0,47.0,1657.0,16.4,0.558,0.005,0.409,10.5,19.3,7.5,1.3,1.9,11.5,15.5,3.1,0.8,0.1,0.1,0.9,0.0,0.0,0.602,166.0,79.0,43.0,44.0,68.0,Jason Thompson,185.0,83.0,University of South Carolina,New York,New York,Jason Thompson,F-C,6-11,"July 21, 1986",Rider University,-21580.965314975543,891.0,0.0,22.0,4.0,1.0,3.0,4.0,3.0,4.0,1
rodney mccray,9810.0,Rodney McCray,SF,28.0,SAC,82.0,82.0,3238.0,16.7,0.568,0.04,0.334,6.7,16.6,17.4,0.9,1.3,12.7,18.3,5.4,2.5,1.4,1.0,3.6,11.0,0.262,0.784,192.0,377.0,60.0,70.0,174.0,Rodney McCray,201.0,99.0,University of Louisville,Mount Vernon,New York,Rodney McCray,F-G,6-7,"August 29, 1961",University of Louisville,-9772.684367346654,937.0,2.0,22.0,1.0,2.0,4.0,4.0,4.0,4.0,3
devin gray,13029.0,Devin Gray,PF,24.0,TOT,6.0,0.0,49.0,4.6,0.319,0.0,0.192,14.2,19.5,6.4,4.4,0.0,15.1,31.1,-0.3,0.1,-10.5,-3.3,-0.1,0.0,0.24879631551634632,0.4,6.0,2.0,4.0,0.0,5.0,Devin Gray,201.0,108.0,Clemson University,Baltimore,Maryland,Devin Gray,F,6-7,"May 31, 1972",Clemson University,-13027.687107758025,1992.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2
tyler honeycutt,21373.0,Tyler Honeycutt,SF,21.0,SAC,15.0,0.0,88.0,10.4,0.382,0.125,0.208,3.6,14.4,11.5,2.3,2.5,7.1,13.9,0.0,0.1,-4.3,0.3,0.0,1.0,0.333,0.6,3.0,7.0,4.0,3.0,2.0,Tyler Honeycutt,203.0,85.0,"University of California, Los Angeles",Los Angeles,California,Tyler Honeycutt,F,6-8,"July 15, 1990","University of California, Los Angeles",-21370.711769864323,2952.0,2.0,22.0,4.0,0.0,0.0,1.0,0.0,1.0,1
michael ruffin,19206.0,Michael Ruffin,C,31.0,MIL,46.0,2.0,632.0,12.1,0.507,0.0,1.016,16.1,18.6,5.3,2.6,2.4,17.5,7.7,0.7,0.6,-1.2,2.0,0.4,0.0,0.24879631551634632,0.397,90.0,24.0,31.0,19.0,19.0,Michael Ruffin,206.0,111.0,University of Tulsa,Denver,Colorado,Michael Ruffin,F,6-9,"January 21, 1977",University of Tulsa,-19197.68582265727,1087.0,3.0,5.0,3.0,3.0,2.0,1.0,1.0,2.0,1
michael ruffin,15403.0,Michael Ruffin,PF,24.0,CHI,45.0,16.0,879.0,10.1,0.48,0.0,0.856,13.1,22.6,6.9,1.8,3.2,27.1,9.0,0.2,0.9,-3.8,2.1,0.1,0.0,0.24879631551634632,0.506,101.0,39.0,30.0,38.0,46.0,Michael Ruffin,206.0,111.0,University of Tulsa,Denver,Colorado,Michael Ruffin,F,6-9,"January 21, 1977",University of Tulsa,-15392.13208646948,1087.0,0.0,8.0,3.0,1.0,2.0,2.0,2.0,1.0,2
jorge garbajosa,18378.0,Jorge Garbajosa,PF,29.0,TOR,67.0,60.0,1909.0,12.1,0.503,0.365,0.147,2.9,17.5,10.1,2.1,0.6,10.2,15.2,0.6,2.4,-0.8,1.7,1.4,66.0,0.342,0.731,48.0,125.0,78.0,15.0,64.0,Jorge Garbajosa,206.0,111.0,Unknown,Madrid,Spain,Jorge Garbajosa,F,6-9,"December 19, 1977",Unknown,-18355.524503198263,2774.0,0.0,26.0,3.0,2.0,3.0,4.0,3.0,2.0,2
vitaly potapenko,18067.0,Vitaly Potapenko,C,30.0,SAC,9.0,0.0,32.0,8.2,0.714,0.0,0.0,3.7,3.6,10.6,0.0,0.0,22.2,12.9,0.0,0.0,-2.4,-3.3,0.0,0.0,0.24879631551634632,0.7192786333417487,1.0,2.0,0.0,0.0,2.0,Vitaly Potapenko,208.0,127.0,Wright State University,Kiev,Ukraine,Vitaly Potapenko,C,6-10,"March 21, 1975",Wright State University,-18065.571934998672,302.0,3.0,22.0,3.0,3.0,0.0,1.0,0.0,0.0,2
sleepy floyd,11037.0,Sleepy Floyd,PG,32.0,HOU,52.0,10.0,867.0,12.1,0.493,0.184,0.334,1.9,8.9,22.2,1.9,0.4,16.3,21.3,0.1,0.9,-2.5,-1.2,-0.4,16.0,0.286,0.794,14.0,132.0,32.0,6.0,68.0,Sleepy Floyd,190.0,77.0,Georgetown University,Gastonia,North Carolina,Sleepy Floyd,G,6-3,"March 6, 1960",Georgetown University,-11026.48173410736,658.0,4.0,12.0,2.0,3.0,3.0,2.0,2.0,2.0,3
erick dampier,18861.0,Erick Dampier,C,32.0,DAL,72.0,64.0,1755.0,15.3,0.645,0.0,0.527,14.1,21.2,5.4,0.7,4.4,19.0,11.2,3.3,2.8,0.4,3.1,2.4,0.0,0.24879631551634632,0.575,207.0,63.0,24.0,106.0,80.0,Erick Dampier,211.0,120.0,Mississippi State University,Jackson,Mississippi,Erick Dampier,C,6-11,"July 14, 1975",Mississippi State University,-18840.029620974216,262.0,3.0,17.0,3.0,3.0,4.0,4.0,3.0,3.0,1
erick dampier,19470.0,Erick Dampier,C,33.0,DAL,80.0,80.0,1836.0,15.7,0.664,0.0,0.504,13.6,21.6,6.1,0.7,3.8,17.8,10.4,3.9,2.3,0.4,2.5,2.3,0.0,0.24879631551634632,0.638,216.0,77.0,24.0,95.0,74.0,Erick Dampier,211.0,120.0,Mississippi State University,Jackson,Mississippi,Erick Dampier,C,6-11,"July 14, 1975",Mississippi State University,-19448.071801648453,262.0,3.0,17.0,3.0,3.0,4.0,4.0,3.0,3.0,1
alvin robertson,9880.0,Alvin Robertson,SG,27.0,MIL,81.0,81.0,2599.0,18.9,0.542,0.027,0.281,10.0,14.7,25.6,3.9,0.4,17.0,20.6,3.6,3.9,2.7,2.9,4.9,4.0,0.154,0.741,230.0,445.0,207.0,17.0,217.0,Alvin Robertson,190.0,83.0,University of Arkansas,Barberton,Ohio,Alvin Robertson,G,6-3,"July 22, 1962",University of Arkansas,-9849.429561139244,676.0,1.0,5.0,2.0,2.0,4.0,4.0,4.0,4.0,3
bo outlaw,12140.0,Bo Outlaw,PF,23.0,LAC,81.0,31.0,1655.0,13.3,0.519,0.015,0.572,8.1,14.6,7.6,2.8,6.7,16.1,12.7,0.3,2.2,-2.8,4.8,1.7,0.0,0.0,0.441,121.0,84.0,90.0,151.0,78.0,Bo Outlaw,203.0,95.0,University of Houston,San Antonio,Texas,Bo Outlaw,F,6-8,"April 13, 1971",University of Houston,-12120.572969630006,131.0,0.0,20.0,2.0,1.0,4.0,3.0,3.0,2.0,3
anthony mason,13158.0,Anthony Mason,PF,30.0,CHH,73.0,73.0,3143.0,18.9,0.585,0.004,0.519,7.4,24.0,21.4,1.3,0.8,14.0,17.6,8.0,3.3,2.5,2.0,5.2,1.0,0.333,0.745,186.0,414.0,76.0,33.0,165.0,Anthony Mason,201.0,113.0,Tennessee State University,Miami,Florida,Anthony Mason,F,6-7,"December 14, 1966",Tennessee State University,-13121.483546353444,409.0,0.0,30.0,2.0,3.0,4.0,4.0,4.0,4.0,2
courtney fortson,21298.0,Courtney Fortson,PG,23.0,LAC,4.0,0.0,46.0,11.4,0.533,0.333,0.75,10.2,10.5,16.6,0.0,0.0,23.9,21.0,0.0,0.0,-1.5,-3.1,0.0,1.0,0.25,0.667,4.0,5.0,0.0,0.0,5.0,Courtney Fortson,180.0,83.0,University of Arkansas,San Antonio,Texas,Courtney Fortson,G,5-11,"May 23, 1988",University of Arkansas,-21296.177330463208,2250.0,4.0,20.0,4.0,1.0,0.0,1.0,0.0,1.0,1
maurice evans,20696.0,Maurice Evans,SF,32.0,WAS,26.0,12.0,712.0,10.9,0.531,0.35,0.135,4.5,7.1,3.4,1.3,1.0,7.1,15.8,0.7,0.2,-0.4,-1.9,-0.1,27.0,0.346,0.933,29.0,15.0,18.0,9.0,18.0,Maurice Evans,196.0,99.0,University of Texas at Austin,Wichita,Kansas,Maurice Evans,G,6-5,"November 8, 1978",University of Texas at Austin,-20686.82825539067,487.0,2.0,28.0,4.0,3.0,1.0,2.0,1.0,1.0,1
