Model,Accuracy,Precision,Recall,F1-Score,ROC-AUC,PR-AUC,Train_Time(s),Predict_Time(s)
Logistic Regression Classifier,0.9419795221843004,0.9432632711868987,0.9419795221843004,0.9418171889835698,0.9906866544789763,0.9918589988181234,29.03873372077942,0.8401005268096924
