name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college,PC1
dan issel*,5170.0,Dan Issel*,C,29.0,DEN,82.0,23.593374650359237,2851.0,21.5,0.571,0.15860433144009717,0.425,9.5,20.1,16.1,1.6,0.7,14.5,23.9,7.9,3.1,3.6,0.1,4.1,22.215036720029588,0.24879631551634632,0.782,253.0,304.0,100.0,41.0,259.0,Dan Issel*,206.0,106.0,University of Kentucky,Batavia,Illinois,,,,,,-5137.180437385297
dion waiters,24058.0,Dion Waiters,SG,24.0,OKC,78.0,15.0,2152.0,9.4,0.492,0.34,0.222,1.9,8.0,10.0,1.9,0.5,13.4,17.7,0.3,1.8,-1.5,-0.6,-0.1,86.0,0.358,0.713,36.0,154.0,81.0,15.0,120.0,Dion Waiters,193.0,102.0,Syracuse University,Philadelphia,Pennsylvania,Dion Waiters,G,6-4,"December 10, 1991",Syracuse University,-24032.3952428099
bimbo coles,12379.0,Bimbo Coles,PG,27.0,GSW,29.0,3.0,733.0,10.9,0.486,0.376,0.174,1.7,7.6,26.3,2.2,0.5,17.0,16.8,0.3,0.4,-0.7,-1.7,-0.1,25.0,0.305,0.763,11.0,126.0,31.0,5.0,48.0,Bimbo Coles,185.0,81.0,Virginia Polytechnic Institute and State University,Covington,Virginia,Bimbo Coles,G,6-1,"April 22, 1968",Virginia Polytechnic Institute and State University,-12369.927636695767
bimbo coles,10988.0,Bimbo Coles,PG,24.0,MIA,81.0,37.0,2232.0,14.7,0.546,0.2,0.321,2.9,5.7,26.1,1.8,0.3,12.1,17.3,4.3,1.4,1.6,-1.7,1.1,42.0,0.307,0.805,58.0,373.0,80.0,11.0,108.0,Bimbo Coles,185.0,81.0,Virginia Polytechnic Institute and State University,Covington,Virginia,Bimbo Coles,G,6-1,"April 22, 1968",Virginia Polytechnic Institute and State University,-10961.962261165461
everette stephens,9459.0,Everette Stephens,PG,22.0,IND,35.0,0.0,209.0,6.4,0.398,0.139,0.306,6.2,6.0,23.8,2.1,1.1,26.2,22.2,-0.6,0.1,-5.8,-1.5,-0.3,2.0,0.2,0.773,11.0,37.0,9.0,4.0,29.0,Everette Stephens,188.0,79.0,Purdue University,Evanston,Illinois,Everette Stephens,G,6-2,"October 21, 1966",Purdue University,-9456.034956882904
greg kelser,7013.0,Greg Kelser,SF,25.0,SEA,80.0,9.0,1507.0,14.7,0.592,0.007,0.571,11.7,16.6,8.6,1.6,1.2,20.9,18.9,1.7,2.1,0.0,0.8,1.1,0.0,0.0,0.673,158.0,97.0,52.0,35.0,149.0,Greg Kelser,201.0,86.0,Michigan State University,Panama City,Florida,Greg Kelser,F,6-7,"September 17, 1957",Michigan State University,-6995.432424171319
sam williams,7203.0,Sam Williams,PF,23.0,GSW,75.0,28.0,1533.0,15.6,0.566,0.002,0.357,10.5,17.5,3.9,2.1,3.2,15.4,16.8,2.0,1.7,-0.5,0.6,0.8,0.0,0.0,0.719,153.0,45.0,71.0,89.0,101.0,Sam Williams,190.0,81.0,University of Iowa,Unknown,Unknown,Sam Williams,G,6-3,"January 22, 1945",University of Iowa,-7185.247090590761
sam williams,7203.0,Sam Williams,PF,23.0,GSW,75.0,28.0,1533.0,15.6,0.566,0.002,0.357,10.5,17.5,3.9,2.1,3.2,15.4,16.8,2.0,1.7,-0.5,0.6,0.8,0.0,0.0,0.719,153.0,45.0,71.0,89.0,101.0,Sam Williams,190.0,81.0,University of Iowa,Unknown,Unknown,Sam Williams,F,6-8,"March 7, 1959",Arizona State University,-7185.247090590761
brad daugherty,11004.0,Brad Daugherty,C,27.0,CLE,71.0,71.0,2691.0,22.0,0.635,0.002,0.54,7.3,22.9,17.3,1.0,1.3,11.7,21.1,8.8,3.9,3.7,1.5,4.9,1.0,0.5,0.795,164.0,312.0,53.0,56.0,150.0,Brad Daugherty,213.0,111.0,University of North Carolina,Black Mountain,North Carolina,Brad Daugherty,C,7-0,"October 19, 1965",University of North Carolina,-10972.807343678995
aaron brooks,18815.0,Aaron Brooks,PG,23.0,HOU,51.0,0.0,608.0,13.1,0.535,0.484,0.218,2.5,7.9,23.5,1.1,0.6,15.1,21.8,0.6,0.8,0.0,-1.8,0.0,36.0,0.33,0.857,13.0,87.0,13.0,5.0,44.0,Aaron Brooks,183.0,73.0,University of Oregon,Seattle,Washington,Aaron Brooks,G,6-0,"January 14, 1985",University of Oregon,-18806.960923063758
greg kelser,6633.0,Greg Kelser,SF,24.0,DET,11.0,0.0,183.0,10.7,0.466,0.035,0.477,7.5,16.1,9.3,1.3,2.1,17.5,26.9,-0.2,0.2,-4.5,-1.4,-0.2,0.0,0.0,0.659,13.0,12.0,5.0,7.0,22.0,Greg Kelser,201.0,86.0,Michigan State University,Panama City,Florida,Greg Kelser,F,6-7,"September 17, 1957",Michigan State University,-6630.56213280383
eric snow,12747.0,Eric Snow,PG,22.0,SEA,43.0,1.0,389.0,10.7,0.473,0.1,0.49,2.9,9.9,28.2,3.7,0.0,23.8,18.3,-0.2,0.7,-3.9,0.5,-0.1,2.0,0.2,0.592,9.0,73.0,28.0,0.0,38.0,Eric Snow,190.0,86.0,Michigan State University,Canton,Ohio,Eric Snow,G,6-3,"April 24, 1973",Michigan State University,-12741.769791183835
archie clark,3351.0,Archie Clark,PG,30.0,PHI,1.0,23.593374650359237,42.0,24.9,0.696,0.15860433144009717,0.688,6.181565025009618,13.708657175836867,25.9,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.3,0.0,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.636,62.18920998220897,7.0,39.89705245948935,24.470260133673126,73.93983201832528,Archie Clark,188.0,79.0,University of Minnesota,Conway,Arkansas,Archie Clark,G,6-2,"July 15, 1941",University of Minnesota,-3350.195484768817
brad daugherty,9629.0,Brad Daugherty,C,24.0,CLE,41.0,40.0,1438.0,16.0,0.543,0.004,0.564,5.9,23.3,14.2,1.0,0.9,14.8,22.4,1.2,1.9,-1.3,0.8,0.6,0.0,0.0,0.704,77.0,130.0,29.0,22.0,110.0,Brad Daugherty,213.0,111.0,University of North Carolina,Black Mountain,North Carolina,Brad Daugherty,C,7-0,"October 19, 1965",University of North Carolina,-9612.161935667775
johnny neumann,5251.0,Johnny Neumann,SG,26.0,IND,20.0,23.593374650359237,216.0,7.4,0.442,0.15860433144009717,0.209,2.2,4.2,17.3,1.2,0.2,19.0,20.2,-0.2,0.1,-4.5,-3.6,-0.3,22.215036720029588,0.24879631551634632,0.722,5.0,27.0,6.0,1.0,22.0,Johnny Neumann,198.0,90.0,University of Mississippi,Memphis,Tennessee,Johnny Neumann,G-F,6-6,"September 11, 1951",University of Mississippi,-5248.285755940767
sam williams,2861.0,Sam Williams,SG,24.0,MIL,55.0,23.593374650359237,628.0,7.9,0.397,0.15860433144009717,0.588,6.181565025009618,13.708657175836867,12.5,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.8,0.4,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.537,62.18920998220897,61.0,39.89705245948935,24.470260133673126,73.93983201832528,Sam Williams,190.0,81.0,University of Iowa,Unknown,Unknown,Sam Williams,G,6-3,"January 22, 1945",University of Iowa,-2853.672191350389
sam williams,2861.0,Sam Williams,SG,24.0,MIL,55.0,23.593374650359237,628.0,7.9,0.397,0.15860433144009717,0.588,6.181565025009618,13.708657175836867,12.5,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,-0.8,0.4,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.537,62.18920998220897,61.0,39.89705245948935,24.470260133673126,73.93983201832528,Sam Williams,190.0,81.0,University of Iowa,Unknown,Unknown,Sam Williams,F,6-8,"March 7, 1959",Arizona State University,-2853.672191350389
eric snow,13325.0,Eric Snow,PG,23.0,SEA,67.0,0.0,775.0,12.5,0.515,0.091,0.402,2.7,8.2,31.0,2.5,0.3,19.9,14.2,1.0,0.9,-2.0,-1.4,-0.3,4.0,0.267,0.712,17.0,159.0,37.0,3.0,48.0,Eric Snow,190.0,86.0,Michigan State University,Canton,Ohio,Eric Snow,G,6-3,"April 24, 1973",Michigan State University,-13315.316987858969
marcus liberty,11617.0,Marcus Liberty,SF,25.0,TOT,38.0,0.0,285.0,8.0,0.389,0.228,0.317,10.0,13.7,9.4,2.0,0.9,14.6,25.2,-0.7,0.2,-4.9,-2.1,-0.4,10.0,0.357,0.487,26.0,17.0,11.0,4.0,24.0,Marcus Liberty,203.0,92.0,University of Illinois at Urbana-Champaign,Chicago,Illinois,Marcus Liberty,F,6-8,"October 27, 1968",University of Illinois at Urbana-Champaign,-11613.091849560456
sam williams,6806.0,Sam Williams,PF,22.0,GSW,59.0,22.0,1073.0,14.8,0.565,0.0,0.321,9.1,22.4,4.6,2.0,4.0,16.8,14.3,0.9,1.7,-1.6,2.6,0.8,0.0,0.24879631551634632,0.551,91.0,38.0,45.0,76.0,64.0,Sam Williams,190.0,81.0,University of Iowa,Unknown,Unknown,Sam Williams,G,6-3,"January 22, 1945",University of Iowa,-6793.49592628586
sam williams,6806.0,Sam Williams,PF,22.0,GSW,59.0,22.0,1073.0,14.8,0.565,0.0,0.321,9.1,22.4,4.6,2.0,4.0,16.8,14.3,0.9,1.7,-1.6,2.6,0.8,0.0,0.24879631551634632,0.551,91.0,38.0,45.0,76.0,64.0,Sam Williams,190.0,81.0,University of Iowa,Unknown,Unknown,Sam Williams,F,6-8,"March 7, 1959",Arizona State University,-6793.49592628586
greg kelser,6634.0,Greg Kelser,SF,24.0,SEA,49.0,10.0,558.0,12.2,0.506,0.0,0.643,13.5,16.3,10.9,1.1,1.4,20.7,22.2,-0.1,0.9,-2.7,0.2,-0.1,0.0,0.24879631551634632,0.655,67.0,45.0,13.0,14.0,62.0,Greg Kelser,201.0,86.0,Michigan State University,Panama City,Florida,Greg Kelser,F,6-7,"September 17, 1957",Michigan State University,-6627.2444527351345
aaron brooks,19996.0,Aaron Brooks,PG,25.0,HOU,82.0,82.0,2919.0,16.0,0.549,0.394,0.224,2.0,6.6,25.6,1.2,0.3,13.7,25.7,3.9,1.6,2.7,-2.5,1.6,209.0,0.398,0.822,54.0,434.0,69.0,14.0,232.0,Aaron Brooks,183.0,73.0,University of Oregon,Seattle,Washington,Aaron Brooks,G,6-0,"January 14, 1985",University of Oregon,-19961.70081374909
john havlicek*,1860.0,John Havlicek*,SF,22.0,BOS,80.0,23.593374650359237,2200.0,15.4,0.479,0.15860433144009717,0.22,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.6,4.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.728,62.18920998220897,179.0,39.89705245948935,24.470260133673126,73.93983201832528,John Havlicek*,196.0,92.0,Ohio State University,Martins Ferry,Ohio,,,,,,-1835.2418601209065
matt steigenga,13333.0,Matt Steigenga,SF,26.0,CHI,2.0,0.0,12.0,7.0,0.307,0.5,0.5,0.0,27.8,22.3,4.4,6.3,29.1,25.6,-0.1,0.0,-10.2,6.2,0.0,0.0,0.0,0.5,0.0,2.0,1.0,1.0,2.0,Matt Steigenga,201.0,102.0,Michigan State University,Grand Rapids,Michigan,Matt Steigenga,F,6-7,"March 27, 1970",Michigan State University,-13332.08656195939
steve mix,2988.0,Steve Mix,SF,22.0,DET,18.0,23.593374650359237,276.0,13.1,0.508,0.15860433144009717,0.39,6.181565025009618,13.708657175836867,7.5,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.2,0.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.59,62.18920998220897,15.0,39.89705245948935,24.470260133673126,73.93983201832528,Steve Mix,201.0,97.0,University of Toledo,Toledo,Ohio,Steve Mix,F,6-7,"December 30, 1947",University of Toledo,-2984.633065976997
john havlicek*,1997.0,John Havlicek*,SF,23.0,BOS,80.0,23.593374650359237,2587.0,16.9,0.463,0.15860433144009717,0.275,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.6,6.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.746,62.18920998220897,238.0,39.89705245948935,24.470260133673126,73.93983201832528,John Havlicek*,196.0,92.0,Ohio State University,Martins Ferry,Ohio,,,,,,-1967.8822765111292
greg kelser,7368.0,Greg Kelser,SF,26.0,SDC,80.0,21.0,1783.0,14.6,0.578,0.01,0.59,12.0,12.9,6.8,1.8,1.0,20.4,21.3,1.6,1.0,0.5,-0.7,0.8,2.0,0.333,0.702,188.0,91.0,68.0,31.0,195.0,Greg Kelser,201.0,86.0,Michigan State University,Panama City,Florida,Greg Kelser,F,6-7,"September 17, 1957",Michigan State University,-7347.276795616388
eric snow,17552.0,Eric Snow,SG,31.0,CLE,81.0,15.0,1844.0,9.0,0.445,0.138,0.245,2.3,7.7,25.1,1.9,0.6,19.7,11.1,0.5,1.4,-2.8,-0.8,-0.7,13.0,0.289,0.738,37.0,317.0,67.0,16.0,89.0,Eric Snow,190.0,86.0,Michigan State University,Canton,Ohio,Eric Snow,G,6-3,"April 24, 1973",Michigan State University,-17529.938917340787
bimbo coles,14570.0,Bimbo Coles,PG,31.0,ATL,80.0,54.0,1924.0,12.9,0.494,0.064,0.171,1.7,8.1,24.6,1.6,0.4,13.6,17.4,1.8,0.5,-0.6,-1.8,-0.2,8.0,0.205,0.817,30.0,290.0,58.0,11.0,103.0,Bimbo Coles,185.0,81.0,Virginia Polytechnic Institute and State University,Covington,Virginia,Bimbo Coles,G,6-1,"April 22, 1968",Virginia Polytechnic Institute and State University,-14547.27432360997
sam williams,7906.0,Sam Williams,PF,25.0,PHI,46.0,8.0,488.0,6.9,0.427,0.007,0.318,8.9,15.6,3.0,2.5,3.1,20.7,17.6,-0.8,0.7,-5.7,0.9,-0.3,0.0,0.0,0.596,38.0,11.0,26.0,26.0,44.0,Sam Williams,190.0,81.0,University of Iowa,Unknown,Unknown,Sam Williams,G,6-3,"January 22, 1945",University of Iowa,-7900.029120774221
sam williams,7906.0,Sam Williams,PF,25.0,PHI,46.0,8.0,488.0,6.9,0.427,0.007,0.318,8.9,15.6,3.0,2.5,3.1,20.7,17.6,-0.8,0.7,-5.7,0.9,-0.3,0.0,0.0,0.596,38.0,11.0,26.0,26.0,44.0,Sam Williams,190.0,81.0,University of Iowa,Unknown,Unknown,Sam Williams,F,6-8,"March 7, 1959",Arizona State University,-7900.029120774221
bimbo coles,16099.0,Bimbo Coles,PG,34.0,BOS,14.0,0.0,175.0,8.8,0.495,0.143,0.163,0.6,6.6,16.5,1.8,0.0,16.0,16.6,0.0,0.1,-4.8,-2.1,-0.2,0.0,0.0,1.0,1.0,16.0,6.0,0.0,10.0,Bimbo Coles,185.0,81.0,Virginia Polytechnic Institute and State University,Covington,Virginia,Bimbo Coles,G,6-1,"April 22, 1968",Virginia Polytechnic Institute and State University,-16096.063434155982
aaron brooks,21752.0,Aaron Brooks,PG,28.0,SAC,46.0,20.0,959.0,12.1,0.562,0.419,0.172,1.4,8.1,17.8,1.5,0.6,16.2,18.0,0.9,0.0,0.2,-2.7,-0.1,48.0,0.378,0.769,12.0,108.0,29.0,7.0,63.0,Aaron Brooks,183.0,73.0,University of Oregon,Seattle,Washington,Aaron Brooks,G,6-0,"January 14, 1985",University of Oregon,-21739.85150076692
aaron brooks,20594.0,Aaron Brooks,PG,26.0,PHO,25.0,5.0,473.0,15.6,0.533,0.335,0.285,2.2,4.4,35.3,1.4,0.2,16.4,25.7,0.6,0.1,1.4,-4.1,-0.1,22.0,0.328,0.807,9.0,104.0,13.0,1.0,44.0,Aaron Brooks,183.0,73.0,University of Oregon,Seattle,Washington,Aaron Brooks,G,6-0,"January 14, 1985",University of Oregon,-20587.312147123568
fred vanvleet,24636.0,Fred VanVleet,PG,22.0,TOR,37.0,0.0,294.0,10.5,0.443,0.261,0.198,1.5,14.6,17.5,2.9,0.6,11.1,20.6,-0.1,0.4,-3.1,-0.1,-0.1,11.0,0.379,0.818,4.0,35.0,17.0,2.0,15.0,Fred VanVleet,183.0,88.0,Wichita State University,Rockford,Illinois,Fred VanVleet,G,6-0,"February 25, 1994",Wichita State University,-24631.163632284883
adreian payne,23314.0,Adreian Payne,PF,23.0,ATL,3.0,0.0,19.0,2.9,0.317,0.143,0.286,6.2,17.5,0.0,2.7,0.0,0.0,19.0,0.0,0.0,-9.4,-4.5,-0.1,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,Adreian Payne,208.0,107.0,Michigan State University,Dayton,Ohio,Adreian Payne,F-C,6-10,"February 19, 1991",Michigan State University,-23312.380423181978
aaron brooks,21751.0,Aaron Brooks,PG,28.0,TOT,53.0,20.0,997.0,11.8,0.555,0.424,0.165,1.5,7.9,18.0,1.5,0.8,16.5,18.1,0.8,0.0,0.0,-2.7,-0.2,50.0,0.373,0.769,13.0,114.0,30.0,10.0,67.0,Aaron Brooks,183.0,73.0,University of Oregon,Seattle,Washington,Aaron Brooks,G,6-0,"January 14, 1985",University of Oregon,-21738.415216862675
aaron brooks,23582.0,Aaron Brooks,PG,31.0,CHI,69.0,0.0,1108.0,11.8,0.494,0.394,0.136,2.0,7.5,26.0,1.4,0.7,14.2,22.9,0.2,0.7,-0.5,-2.8,-0.4,66.0,0.357,0.766,21.0,180.0,30.0,10.0,82.0,Aaron Brooks,183.0,73.0,University of Oregon,Seattle,Washington,Aaron Brooks,G,6-0,"January 14, 1985",University of Oregon,-23567.957509121825
earl barron,20550.0,Earl Barron,C,29.0,POR,2.0,1.0,37.0,3.8,0.295,0.0,0.182,12.7,34.6,12.2,0.0,0.0,20.2,18.8,-0.1,0.0,-9.2,-0.9,-0.1,0.0,0.24879631551634632,0.5,4.0,3.0,0.0,0.0,3.0,Earl Barron,213.0,113.0,University of Memphis,Clarksdale,Mississippi,Earl Barron,C,7-0,"August 14, 1981",University of Memphis,-20548.350375416358
earl barron,22904.0,Earl Barron,C,33.0,PHO,16.0,1.0,143.0,5.0,0.361,0.103,0.308,10.6,10.8,4.9,1.4,1.1,10.1,15.1,-0.1,0.1,-5.0,-0.9,-0.1,2.0,0.5,0.5,14.0,5.0,4.0,2.0,5.0,Earl Barron,213.0,113.0,University of Memphis,Clarksdale,Mississippi,Earl Barron,C,7-0,"August 14, 1981",University of Memphis,-22901.00811853035
adreian payne,23315.0,Adreian Payne,PF,23.0,MIN,29.0,22.0,720.0,7.8,0.448,0.038,0.207,7.2,18.2,6.6,1.3,1.0,15.9,16.9,-0.6,0.2,-4.5,-1.2,-0.7,1.0,0.125,0.659,47.0,30.0,18.0,9.0,44.0,Adreian Payne,208.0,107.0,Michigan State University,Dayton,Ohio,Adreian Payne,F-C,6-10,"February 19, 1991",Michigan State University,-23305.478078998578
vonteego cummings,14577.0,Vonteego Cummings,PG,23.0,GSW,75.0,11.0,1793.0,12.9,0.484,0.231,0.258,3.1,7.9,22.6,2.6,0.5,15.3,20.2,0.7,0.7,-0.6,-1.6,-0.1,49.0,0.325,0.751,57.0,247.0,91.0,13.0,132.0,Vonteego Cummings,190.0,83.0,University of Pittsburgh,Thomson,Georgia,Vonteego Cummings,G,6-3,"February 29, 1976",University of Pittsburgh,-14555.734561680893
terry catledge,10979.0,Terry Catledge,PF,29.0,ORL,21.0,1.0,262.0,8.5,0.563,0.0,0.466,8.3,11.4,2.8,0.8,0.2,22.1,18.6,-0.1,0.2,-4.2,-2.0,-0.3,0.0,0.24879631551634632,0.794,18.0,5.0,4.0,1.0,25.0,Terry Catledge,203.0,99.0,University of South Alabama,Houston,Mississippi,Terry Catledge,F,6-8,"August 22, 1963",University of South Alabama,-10975.418720973368
vonteego cummings,15614.0,Vonteego Cummings,PG,25.0,PHI,58.0,1.0,501.0,11.8,0.477,0.246,0.171,3.2,8.5,21.6,1.9,0.8,15.2,21.7,0.0,0.6,-1.9,-1.5,-0.2,12.0,0.261,0.75,14.0,60.0,18.0,5.0,36.0,Vonteego Cummings,190.0,83.0,University of Pittsburgh,Thomson,Georgia,Vonteego Cummings,G,6-3,"February 29, 1976",University of Pittsburgh,-15607.374836278657
terry catledge,8349.0,Terry Catledge,PF,23.0,WSB,78.0,77.0,2149.0,14.2,0.522,0.005,0.401,12.0,15.7,4.0,1.0,0.4,12.9,21.1,1.5,2.1,-0.7,-1.7,-0.2,0.0,0.0,0.594,248.0,56.0,43.0,14.0,145.0,Terry Catledge,203.0,99.0,University of South Alabama,Houston,Mississippi,Terry Catledge,F,6-8,"August 22, 1963",University of South Alabama,-8324.242588081246
thabo sefolosha,19813.0,Thabo Sefolosha,SG,24.0,OKC,23.0,22.0,718.0,12.5,0.497,0.211,0.274,4.4,14.8,9.8,2.9,2.7,12.1,13.7,0.3,1.0,-1.7,3.0,0.6,9.0,0.243,0.833,28.0,46.0,40.0,26.0,27.0,Thabo Sefolosha,201.0,99.0,Unknown,Vevey,Switzerland,Thabo Sefolosha,G-F,6-7,"May 2, 1984",Unknown,-19803.730546010996
thabo sefolosha,19212.0,Thabo Sefolosha,SG,23.0,CHI,69.0,22.0,1436.0,11.4,0.497,0.209,0.247,3.8,16.7,14.3,2.2,1.6,16.6,17.3,-0.3,1.8,-2.6,1.3,0.3,29.0,0.33,0.721,50.0,129.0,61.0,30.0,93.0,Thabo Sefolosha,201.0,99.0,Unknown,Vevey,Switzerland,Thabo Sefolosha,G-F,6-7,"May 2, 1984",Unknown,-19194.61159738544
dewayne scales,7475.0,DeWayne Scales,PF,25.0,WSB,2.0,0.0,13.0,8.4,0.51,0.0,0.4,0.0,26.8,0.0,3.8,0.0,25.4,25.9,-0.1,0.0,-11.8,-3.2,0.0,0.0,0.24879631551634632,0.0,0.0,0.0,1.0,0.0,2.0,DeWayne Scales,203.0,94.0,Louisiana State University,Dallas,Texas,DeWayne Scales,F,6-8,"December 28, 1958",Louisiana State University,-7474.451143087899
terry catledge,7970.0,Terry Catledge,PF,22.0,PHI,64.0,7.0,1092.0,12.6,0.502,0.009,0.323,11.0,16.9,2.8,1.4,0.4,12.3,20.7,0.6,1.1,-2.4,-2.5,-0.8,0.0,0.0,0.647,107.0,21.0,31.0,8.0,69.0,Terry Catledge,203.0,99.0,University of South Alabama,Houston,Mississippi,Terry Catledge,F,6-8,"August 22, 1963",University of South Alabama,-7957.249926507697
terry catledge,9162.0,Terry Catledge,PF,25.0,WSB,79.0,77.0,2077.0,12.6,0.518,0.007,0.373,11.6,18.8,5.0,1.1,0.7,13.1,17.6,1.4,1.9,-1.3,-0.6,0.0,1.0,0.2,0.602,230.0,75.0,46.0,25.0,120.0,Terry Catledge,203.0,99.0,University of South Alabama,Houston,Mississippi,Terry Catledge,F,6-8,"August 22, 1963",University of South Alabama,-9138.003607932613
kannard johnson,8859.0,Kannard Johnson,SF,22.0,CLE,4.0,0.0,12.0,-4.6,0.333,0.0,0.0,0.0,0.0,0.0,4.1,0.0,40.0,17.8,-0.1,0.0,-12.7,0.5,0.0,0.0,0.24879631551634632,0.7192786333417487,0.0,0.0,1.0,0.0,2.0,Kannard Johnson,206.0,99.0,Western Kentucky University,Cincinnati,Ohio,Kannard Johnson,F,6-9,"June 24, 1965",Western Kentucky University,-8858.372873521183
amar'e stoudemire,18132.0,Amar'e Stoudemire,C,23.0,PHO,3.0,3.0,50.0,17.8,0.42,0.037,0.333,13.6,21.7,5.9,1.0,4.2,3.1,28.7,0.0,0.1,-4.8,-1.8,-0.1,0.0,0.0,0.889,6.0,2.0,1.0,3.0,1.0,Amar'e Stoudemire,208.0,111.0,Unknown,Lake Wales,Florida,Amar'e Stoudemire,F-C,6-10,"November 16, 1982",Unknown,-18130.3600307888
vonteego cummings,15069.0,Vonteego Cummings,PG,24.0,GSW,66.0,11.0,1495.0,10.4,0.425,0.277,0.224,3.1,7.0,24.4,2.3,0.7,13.8,18.6,-0.2,0.4,-1.6,-2.1,-0.6,48.0,0.336,0.681,47.0,227.0,67.0,14.0,91.0,Vonteego Cummings,190.0,83.0,University of Pittsburgh,Thomson,Georgia,Vonteego Cummings,G,6-3,"February 29, 1976",University of Pittsburgh,-15051.09500832066
marcus fizer,15653.0,Marcus Fizer,PF,23.0,CHI,76.0,20.0,1963.0,14.2,0.482,0.048,0.334,7.4,18.3,11.7,1.3,0.9,11.9,25.9,-0.2,1.3,-2.0,-1.6,-0.8,7.0,0.171,0.668,128.0,120.0,49.0,24.0,131.0,Marcus Fizer,206.0,118.0,Iowa State University,Detroit,Michigan,Marcus Fizer,F,6-9,"August 10, 1978",Iowa State University,-15629.90657084916
scotty hopson,22533.0,Scotty Hopson,SG,24.0,CLE,2.0,0.0,7.0,-6.5,0.102,0.5,0.5,0.0,0.0,18.8,7.4,0.0,0.0,31.1,-0.1,0.0,-12.9,-4.3,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,Scotty Hopson,201.0,92.0,University of Tennessee,Hopkinsville,Kentucky,Scotty Hopson,G,6-7,"August 8, 1989",University of Tennessee,-22531.553619783874
thabo sefolosha,22135.0,Thabo Sefolosha,SG,28.0,OKC,81.0,81.0,2229.0,12.8,0.617,0.554,0.148,3.2,12.4,8.2,2.4,1.5,11.4,11.4,3.6,3.1,1.9,1.6,3.1,108.0,0.419,0.826,58.0,125.0,103.0,44.0,64.0,Thabo Sefolosha,201.0,99.0,Unknown,Vevey,Switzerland,Thabo Sefolosha,G-F,6-7,"May 2, 1984",Unknown,-22108.742264957196
rex chapman,10531.0,Rex Chapman,PG,24.0,TOT,22.0,11.0,567.0,12.1,0.49,0.115,0.21,1.9,9.3,22.1,1.3,0.8,14.0,22.9,-0.1,0.2,-1.8,-2.4,-0.3,8.0,0.276,0.679,10.0,89.0,15.0,8.0,45.0,Rex Chapman,193.0,83.0,University of Kentucky,Bowling Green,Kentucky,Rex Chapman,G,6-4,"October 5, 1967",University of Kentucky,-10523.93398542858
kebu stewart,13863.0,Kebu Stewart,PF,24.0,PHI,15.0,0.0,110.0,14.0,0.541,0.0,0.962,9.3,23.2,3.0,2.4,1.3,17.8,18.4,0.1,0.2,-4.2,-1.3,-0.1,0.0,0.24879631551634632,0.64,9.0,2.0,5.0,2.0,8.0,Kebu Stewart,203.0,108.0,"California State University, Bakersfield",Brooklyn,New York,Kebu Stewart,F,6-8,"December 19, 1973","California State University, Bakersfield",-13860.95098542145
rex chapman,10532.0,Rex Chapman,PG,24.0,CHH,21.0,11.0,545.0,12.3,0.494,0.113,0.221,1.7,9.0,22.1,1.2,0.8,13.8,22.7,0.0,0.2,-1.6,-2.4,-0.3,8.0,0.296,0.679,9.0,86.0,14.0,8.0,42.0,Rex Chapman,193.0,83.0,University of Kentucky,Bowling Green,Kentucky,Rex Chapman,G,6-4,"October 5, 1967",University of Kentucky,-10525.186658425566
