name_norm,ss__c0,ss_Player,ss_Pos,ss_Age,ss_Tm,ss_G,ss_GS,ss_MP,ss_PER,ss_TS%,ss_3PAr,ss_FTr,ss_ORB%,ss_DRB%,ss_AST%,ss_STL%,ss_BLK%,ss_TOV%,ss_USG%,ss_OWS,ss_DWS,ss_OBPM,ss_DBPM,ss_VORP,ss_3P,ss_3P%,ss_FT%,ss_ORB,ss_AST,ss_STL,ss_BLK,ss_TOV,pl_Player,pl_height,pl_weight,pl_collage,pl_birth_city,pl_birth_state,pd_name,pd_position,pd_height,pd_birth_date,pd_college,PC1
lou hudson,2557.0,Lou Hudson,SG,23.0,STL,46.0,23.593374650359237,966.0,16.1,0.502,0.15860433144009717,0.328,6.181565025009618,13.708657175836867,10.4,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.3,0.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.732,62.18920998220897,65.0,39.89705245948935,24.470260133673126,73.93983201832528,Lou Hudson,196.0,95.0,University of Minnesota,Greensboro,North Carolina,Lou Hudson,F-G,6-5,"July 11, 1944",University of Minnesota,-2545.9736500905074
lou hudson,4213.0,Lou Hudson,SG,30.0,ATL,11.0,23.593374650359237,380.0,17.4,0.484,0.15860433144009717,0.253,3.4,9.0,17.3,1.5,0.3,15.085098559901962,18.906491853360468,0.6,0.2,1.9,-2.3,0.1,22.215036720029588,0.24879631551634632,0.842,14.0,40.0,13.0,2.0,73.93983201832528,Lou Hudson,196.0,95.0,University of Minnesota,Greensboro,North Carolina,Lou Hudson,F-G,6-5,"July 11, 1944",University of Minnesota,-4208.452378140089
haywoode workman,14961.0,Haywoode Workman,PG,34.0,MIL,23.0,1.0,248.0,10.9,0.487,0.468,0.21,0.5,7.5,25.1,2.3,0.0,17.1,14.7,0.2,0.1,-1.0,-3.2,-0.1,11.0,0.379,0.692,1.0,44.0,11.0,0.0,14.0,Haywoode Workman,188.0,81.0,Oral Roberts University,Charlotte,North Carolina,Haywoode Workman,G,6-2,"January 23, 1966",Oral Roberts University,-14957.287490982088
pops mensah-bonsu,18539.0,Pops Mensah-Bonsu,PF,23.0,DAL,12.0,0.0,71.0,11.6,0.582,0.0,1.059,15.6,19.9,0.0,0.8,0.0,26.5,22.3,-0.1,0.1,-6.0,-5.7,-0.2,0.0,0.24879631551634632,0.389,9.0,0.0,1.0,0.0,9.0,Pops Mensah-Bonsu,206.0,108.0,George Washington University,London,United Kingdom,Pops Mensah-Bonsu,F,6-9,"September 7, 1983",George Washington University,-18537.08632446132
haywoode workman,11836.0,Haywoode Workman,PG,28.0,IND,65.0,52.0,1714.0,12.9,0.49,0.122,0.252,2.2,11.2,34.3,2.6,0.2,22.8,16.9,0.7,2.2,-1.0,0.1,0.5,18.0,0.321,0.802,32.0,404.0,85.0,4.0,151.0,Haywoode Workman,188.0,81.0,Oral Roberts University,Charlotte,North Carolina,Haywoode Workman,G,6-2,"January 23, 1966",Oral Roberts University,-11815.52793352379
haywoode workman,10440.0,Haywoode Workman,PG,25.0,WSB,73.0,56.0,2034.0,11.5,0.507,0.097,0.258,2.7,10.3,23.5,2.1,0.2,19.1,14.5,0.6,1.9,-1.9,0.1,0.1,12.0,0.24,0.759,51.0,353.0,87.0,7.0,135.0,Haywoode Workman,188.0,81.0,Oral Roberts University,Charlotte,North Carolina,Haywoode Workman,G,6-2,"January 23, 1966",Oral Roberts University,-10416.156881291354
sean elliott,12990.0,Sean Elliott,SF,28.0,SAS,39.0,39.0,1393.0,14.0,0.529,0.272,0.422,4.0,12.7,15.5,0.9,1.4,13.9,21.3,1.4,0.1,0.3,-1.5,0.3,42.0,0.333,0.755,48.0,124.0,24.0,24.0,89.0,Sean Elliott,203.0,92.0,University of Arizona,Tucson,Arizona,Sean Elliott,F,6-8,"February 2, 1968",University of Arizona,-12973.53799111066
sean elliott,11965.0,Sean Elliott,SF,26.0,SAS,81.0,81.0,2858.0,16.0,0.587,0.311,0.377,2.6,8.5,11.3,1.4,0.9,10.8,21.6,5.8,2.9,2.4,-0.3,2.9,136.0,0.408,0.807,63.0,206.0,78.0,38.0,151.0,Sean Elliott,203.0,92.0,University of Arizona,Tucson,Arizona,Sean Elliott,F,6-8,"February 2, 1968",University of Arizona,-11932.264132592652
amal mccaskill,16284.0,Amal McCaskill,C,29.0,ATL,11.0,0.0,70.0,7.3,0.293,0.0,0.235,11.9,23.5,10.8,2.3,1.0,9.6,13.6,-0.1,0.1,-5.1,0.6,0.0,0.0,0.24879631551634632,0.75,7.0,5.0,3.0,1.0,2.0,Amal McCaskill,211.0,106.0,Marquette University,Maywood,Illinois,Amal McCaskill,F-C,6-11,"October 28, 1973",Marquette University,-16282.246361078582
geoff crompton,6517.0,Geoff Crompton,C,26.0,MIL,35.0,1.0,203.0,3.6,0.363,0.0,0.469,5.9,16.9,7.6,1.4,3.4,30.6,11.3,-0.4,0.4,-7.4,2.8,-0.1,0.0,0.24879631551634632,0.4,10.0,13.0,6.0,12.0,17.0,Geoff Crompton,211.0,127.0,University of North Carolina,Burlington,North Carolina,Geoff Crompton,C,6-11,"July 4, 1955",University of North Carolina,-6514.365063654617
sean elliott,10125.0,Sean Elliott,SF,22.0,SAS,82.0,82.0,3044.0,14.2,0.564,0.066,0.412,5.4,10.8,11.1,1.1,0.7,11.3,17.8,5.1,3.7,1.0,0.6,2.8,20.0,0.313,0.808,142.0,238.0,69.0,33.0,147.0,Sean Elliott,203.0,92.0,University of Arizona,Tucson,Arizona,Sean Elliott,F,6-8,"February 2, 1968",University of Arizona,-10090.112283653112
pops mensah-bonsu,19691.0,Pops Mensah-Bonsu,PF,25.0,TOT,22.0,0.0,283.0,14.5,0.447,0.019,0.466,23.1,23.8,3.3,1.7,1.4,13.3,23.4,0.0,0.4,-3.6,-2.7,-0.3,0.0,0.0,0.688,55.0,6.0,9.0,5.0,19.0,Pops Mensah-Bonsu,206.0,108.0,George Washington University,London,United Kingdom,Pops Mensah-Bonsu,F,6-9,"September 7, 1983",George Washington University,-19686.592262118244
geoff crompton,6890.0,Geoff Crompton,C,27.0,SAS,14.0,0.0,148.0,9.7,0.428,0.0,0.147,13.8,21.3,5.6,0.9,1.8,12.1,11.1,0.1,0.1,-2.1,0.2,0.0,0.0,0.24879631551634632,0.6,18.0,7.0,3.0,5.0,5.0,Geoff Crompton,211.0,127.0,University of North Carolina,Burlington,North Carolina,Geoff Crompton,C,6-11,"July 4, 1955",University of North Carolina,-6887.974866435702
sean elliott,14611.0,Sean Elliott,SF,31.0,SAS,19.0,19.0,391.0,8.8,0.475,0.349,0.302,1.8,11.4,11.1,1.6,0.4,13.7,16.4,0.0,0.6,-2.1,0.4,0.0,13.0,0.351,0.781,6.0,28.0,12.0,2.0,19.0,Sean Elliott,203.0,92.0,University of Arizona,Tucson,Arizona,Sean Elliott,F,6-8,"February 2, 1968",University of Arizona,-14605.753773518016
james johnson,20831.0,James Johnson,SF,23.0,CHI,13.0,0.0,123.0,8.8,0.449,0.22,0.317,5.9,16.7,18.1,3.5,5.6,27.8,24.2,-0.4,0.3,-6.3,5.1,0.0,2.0,0.222,0.462,6.0,14.0,8.0,9.0,18.0,James Johnson,206.0,113.0,Wake Forest University,Cheyenne,Wyoming,James Johnson,F,6-9,"February 20, 1987",Wake Forest University,-20828.33483066256
don otten,206.0,Don Otten,C,28.0,TOT,64.0,23.593374650359237,1209.7203165133815,12.479071407825398,0.484,0.15860433144009717,0.715,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,6.7,1.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.737,62.18920998220897,91.0,39.89705245948935,24.470260133673126,73.93983201832528,Don Otten,208.0,108.0,Bowling Green State University,Bellefontaine,Ohio,Don Otten,C,6-10,"April 18, 1921",Bowling Green State University,-192.4016965253257
al harrington,18965.0,Al Harrington,C,27.0,GSW,81.0,59.0,2190.0,15.6,0.547,0.442,0.206,5.0,16.9,8.9,1.6,0.5,8.2,21.1,3.7,1.7,1.6,-1.6,1.1,153.0,0.375,0.774,107.0,132.0,74.0,16.0,90.0,Al Harrington,206.0,104.0,Unknown,Orange,New Jersey,Al Harrington,F,6-9,"February 17, 1980",Unknown,-18939.339482481035
al harrington,18406.0,Al Harrington,PF,26.0,IND,36.0,36.0,1208.0,13.4,0.538,0.242,0.207,6.7,15.1,7.8,1.1,0.6,14.6,23.1,0.3,1.1,-0.6,-1.1,0.1,54.0,0.458,0.713,71.0,51.0,25.0,10.0,91.0,Al Harrington,206.0,104.0,Unknown,Orange,New Jersey,Al Harrington,F,6-9,"February 17, 1980",Unknown,-18391.328439334826
al harrington,17874.0,Al Harrington,PF,25.0,ATL,76.0,76.0,2782.0,16.0,0.513,0.157,0.287,5.5,17.4,15.8,1.6,0.4,12.4,25.6,2.6,1.2,0.5,-1.6,0.6,66.0,0.346,0.694,132.0,238.0,85.0,14.0,195.0,Al Harrington,206.0,104.0,Unknown,Orange,New Jersey,Al Harrington,F,6-9,"February 17, 1980",Unknown,-17841.494427790483
don otten,575.0,Don Otten,C,30.0,FTW,7.0,23.593374650359237,63.0,15.0,0.444,0.15860433144009717,0.8,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.1,0.1,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.875,62.18920998220897,5.0,39.89705245948935,24.470260133673126,73.93983201832528,Don Otten,208.0,108.0,Bowling Green State University,Bellefontaine,Ohio,Don Otten,C,6-10,"April 18, 1921",Bowling Green State University,-574.158751299256
mel hutchins,1170.0,Mel Hutchins,PF,28.0,FTW,72.0,23.593374650359237,2647.0,13.0,0.426,0.15860433144009717,0.216,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,0.9,1.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.738,62.18920998220897,210.0,39.89705245948935,24.470260133673126,73.93983201832528,Mel Hutchins,198.0,90.0,Brigham Young University,Sacramento,California,Mel Hutchins,F-C,6-6,"November 22, 1928",Brigham Young University,-1140.319286562403
shellie mcmillon,1648.0,Shellie McMillon,SF,24.0,DET,78.0,23.593374650359237,1636.0,13.3,0.466,0.15860433144009717,0.267,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,1.4,0.8,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.697,62.18920998220897,98.0,39.89705245948935,24.470260133673126,73.93983201832528,Shellie McMillon,196.0,92.0,Bradley University,Unknown,Unknown,Shellie McMillon,F,6-5,"March 11, 1936",Bradley University,-1629.589579552798
benoit benjamin,12871.0,Benoit Benjamin,C,32.0,TOR,4.0,3.0,44.0,8.9,0.472,0.0,0.333,7.8,16.5,3.7,1.2,0.0,12.7,16.0,0.0,0.0,-5.5,-3.0,-0.1,0.0,0.24879631551634632,0.75,3.0,1.0,1.0,0.0,2.0,Benoit Benjamin,213.0,113.0,Creighton University,Monroe,Louisiana,Benoit Benjamin,C,7-0,"November 22, 1964",Creighton University,-12869.76861659105
don otten,576.0,Don Otten,C,30.0,MLH,57.0,23.593374650359237,1726.0,20.1,0.469,0.15860433144009717,0.653,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,4.0,1.6,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.769,62.18920998220897,118.0,39.89705245948935,24.470260133673126,73.93983201832528,Don Otten,208.0,108.0,Bowling Green State University,Bellefontaine,Ohio,Don Otten,C,6-10,"April 18, 1921",Bowling Green State University,-556.6542501654834
anthony tucker,12244.0,Anthony Tucker,SF,25.0,WSB,62.0,13.0,982.0,9.2,0.493,0.005,0.395,5.0,15.3,9.9,2.4,0.8,18.5,13.5,-0.2,0.9,-3.8,0.9,-0.2,0.0,0.0,0.614,44.0,68.0,46.0,11.0,56.0,Anthony Tucker,203.0,99.0,Wake Forest University,Washington,District of Columbia,Anthony Tucker,F,6-8,"April 4, 1969",Wake Forest University,-12232.198835310017
danny green,23704.0,Danny Green,SG,28.0,SAS,79.0,79.0,2062.0,10.5,0.492,0.622,0.082,2.7,13.6,9.3,2.0,2.4,11.4,14.6,0.2,4.1,-0.2,3.0,2.5,116.0,0.332,0.739,48.0,141.0,79.0,64.0,75.0,Danny Green,206.0,100.0,"University of California, Los Angeles",Lynwood,California,Danny Green,G-F,6-6,"June 22, 1987",University of North Carolina,-23679.47249505694
danny green,21328.0,Danny Green,SG,24.0,SAS,66.0,38.0,1522.0,15.5,0.579,0.491,0.21,4.2,12.9,8.3,2.0,2.2,11.4,17.6,2.5,2.0,2.0,1.2,2.0,102.0,0.436,0.79,54.0,86.0,58.0,46.0,67.0,Danny Green,206.0,100.0,"University of California, Los Angeles",Lynwood,California,Danny Green,G-F,6-6,"June 22, 1987",University of North Carolina,-21309.675244791328
al harrington,20767.0,Al Harrington,PF,30.0,DEN,73.0,3.0,1665.0,12.3,0.527,0.486,0.173,5.4,17.2,9.6,1.2,0.5,12.7,22.3,0.6,1.5,0.2,-1.2,0.4,117.0,0.357,0.735,76.0,101.0,39.0,10.0,106.0,Al Harrington,206.0,104.0,Unknown,Orange,New Jersey,Al Harrington,F,6-9,"February 17, 1980",Unknown,-20747.076355734564
danny green,22489.0,Danny Green,SG,26.0,SAS,68.0,59.0,1651.0,13.9,0.58,0.63,0.125,1.8,13.4,8.9,2.0,2.7,12.5,16.7,1.4,2.8,1.2,2.1,2.2,132.0,0.415,0.794,25.0,104.0,65.0,61.0,76.0,Danny Green,206.0,100.0,"University of California, Los Angeles",Lynwood,California,Danny Green,G-F,6-6,"June 22, 1987",University of North Carolina,-22469.18741327653
danny green,21873.0,Danny Green,SG,25.0,SAS,80.0,80.0,2201.0,14.1,0.6,0.623,0.119,2.0,10.3,9.5,2.1,1.8,11.9,16.6,2.6,3.2,2.0,1.3,2.9,177.0,0.429,0.848,36.0,141.0,92.0,54.0,94.0,Danny Green,206.0,100.0,"University of California, Los Angeles",Lynwood,California,Danny Green,G-F,6-6,"June 22, 1987",University of North Carolina,-21847.09072523573
darrell armstrong,11855.0,Darrell Armstrong,PG,26.0,ORL,3.0,0.0,8.0,40.2,0.563,0.75,0.25,14.8,0.0,76.1,6.3,0.0,10.1,53.0,0.1,0.0,31.7,3.1,0.1,2.0,0.333,1.0,1.0,3.0,1.0,0.0,1.0,Darrell Armstrong,183.0,77.0,Fayetteville State University,Gastonia,North Carolina,Darrell Armstrong,G,6-0,"June 22, 1968",Fayetteville State University,-11854.20855562588
bob boozer,2497.0,Bob Boozer,PF,30.0,CHI,77.0,23.593374650359237,2988.0,18.6,0.552,0.15860433144009717,0.423,6.181565025009618,13.708657175836867,6.0,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,7.7,2.9,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.768,62.18920998220897,121.0,39.89705245948935,24.470260133673126,73.93983201832528,Bob Boozer,203.0,97.0,Kansas State University,Omaha,Nebraska,Bob Boozer,F,6-8,"April 26, 1937",Kansas State University,-2463.614682617952
jamie watson,12786.0,Jamie Watson,SF,23.0,UTA,16.0,0.0,217.0,6.9,0.493,0.163,0.302,2.9,12.1,15.6,2.0,0.8,25.9,13.9,-0.2,0.2,-3.5,1.0,0.0,3.0,0.429,0.692,5.0,24.0,8.0,2.0,17.0,Jamie Watson,201.0,86.0,University of South Carolina,Elm City,North Carolina,Jamie Watson,F,6-7,"February 23, 1972",University of South Carolina,-12782.791216430163
dan mcclintock,15268.0,Dan McClintock,C,23.0,DEN,6.0,1.0,58.0,9.9,0.446,0.0,0.278,18.5,13.3,2.9,0.0,2.4,12.9,17.8,0.0,0.0,-3.4,-3.2,-0.1,0.0,0.24879631551634632,0.0,10.0,1.0,0.0,2.0,3.0,Dan McClintock,213.0,122.0,Northern Arizona University,Fountain Valley,California,Dan McClintock,C,7-0,"April 19, 1977",Northern Arizona University,-15266.453815614454
darrell armstrong,16024.0,Darrell Armstrong,PG,34.0,ORL,82.0,23.0,2350.0,14.6,0.53,0.361,0.292,4.3,10.2,21.7,3.0,0.4,18.1,16.9,2.7,2.2,0.8,0.3,1.9,78.0,0.336,0.878,91.0,323.0,135.0,13.0,160.0,Darrell Armstrong,183.0,77.0,Fayetteville State University,Gastonia,North Carolina,Darrell Armstrong,G,6-0,"June 22, 1968",Fayetteville State University,-15996.305914041051
william cunningham,14065.0,William Cunningham,C,24.0,TOR,1.0,0.0,1.0,0.0,0.49300126334664623,0.15860433144009717,0.32545504587156027,0.0,0.0,0.0,0.0,0.0,15.085098559901962,0.0,0.0,0.0,-6.2,-1.3,0.0,0.0,0.24879631551634632,0.7192786333417487,0.0,0.0,0.0,0.0,0.0,William Cunningham,211.0,113.0,Temple University,Augusta,Georgia,William Cunningham,C,6-11,"March 25, 1974",Temple University,-14064.174766543436
darrell armstrong,15525.0,Darrell Armstrong,PG,33.0,ORL,82.0,79.0,2730.0,16.7,0.553,0.481,0.248,3.4,9.7,25.5,3.0,0.3,16.0,17.9,5.0,2.6,3.0,0.0,3.4,139.0,0.349,0.888,83.0,453.0,157.0,10.0,175.0,Darrell Armstrong,183.0,77.0,Fayetteville State University,Gastonia,North Carolina,Darrell Armstrong,G,6-0,"June 22, 1968",Fayetteville State University,-15492.974087276927
luke jackson,17337.0,Luke Jackson,SF,23.0,CLE,10.0,0.0,43.0,16.3,0.489,0.222,0.222,5.4,11.2,13.4,0.0,0.0,6.3,33.3,0.1,0.0,0.0,-6.7,-0.1,4.0,0.667,0.833,2.0,3.0,0.0,0.0,2.0,Luke Jackson,206.0,108.0,University of Texas-Pan American,San Marcos,Texas,Luke Jackson,F,6-7,"November 6, 1981",University of Oregon,-17335.489854617914
luke jackson,17337.0,Luke Jackson,SF,23.0,CLE,10.0,0.0,43.0,16.3,0.489,0.222,0.222,5.4,11.2,13.4,0.0,0.0,6.3,33.3,0.1,0.0,0.0,-6.7,-0.1,4.0,0.667,0.833,2.0,3.0,0.0,0.0,2.0,Luke Jackson,206.0,108.0,University of Texas-Pan American,San Marcos,Texas,Luke Jackson,F-C,6-9,"October 31, 1941",University of Texas-Pan American,-17335.489854617914
bob boozer,2229.0,Bob Boozer,PF,28.0,LAL,78.0,23.593374650359237,1847.0,16.4,0.542,0.15860433144009717,0.383,6.181565025009618,13.708657175836867,6.4,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,4.3,1.6,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.779,62.18920998220897,87.0,39.89705245948935,24.470260133673126,73.93983201832528,Bob Boozer,203.0,97.0,Kansas State University,Omaha,Nebraska,Bob Boozer,F,6-8,"April 26, 1937",Kansas State University,-2208.2487644375324
jamie watson,13370.0,Jamie Watson,SF,24.0,TOT,23.0,6.0,340.0,10.4,0.493,0.167,0.222,6.3,10.1,15.2,3.5,1.0,23.3,14.0,-0.1,0.4,-2.4,1.8,0.1,4.0,0.333,0.75,18.0,33.0,22.0,4.0,24.0,Jamie Watson,201.0,86.0,University of South Carolina,Elm City,North Carolina,Jamie Watson,F,6-7,"February 23, 1972",University of South Carolina,-13365.349636258372
randy breuer,10499.0,Randy Breuer,C,31.0,MIN,67.0,25.0,1176.0,14.3,0.48,0.003,0.224,8.9,17.7,10.6,1.2,5.0,9.8,15.1,0.7,1.0,-2.1,1.9,0.5,0.0,0.0,0.532,98.0,89.0,27.0,99.0,41.0,Randy Breuer,221.0,104.0,University of Minnesota,Lake City,Minnesota,Randy Breuer,C,7-3,"October 11, 1960",University of Minnesota,-10485.085592231946
jamie watson,13372.0,Jamie Watson,SF,24.0,DAL,10.0,6.0,211.0,9.7,0.461,0.191,0.085,7.6,8.4,17.7,2.8,0.7,23.5,13.9,-0.1,0.2,-2.7,1.0,0.0,3.0,0.333,0.5,14.0,23.0,11.0,2.0,15.0,Jamie Watson,201.0,86.0,University of South Carolina,Elm City,North Carolina,Jamie Watson,F,6-7,"February 23, 1972",University of South Carolina,-13368.812367969726
leon smith,16960.0,Leon Smith,C,23.0,SEA,1.0,0.0,4.0,21.7,0.5,0.0,0.0,29.7,29.2,0.0,0.0,0.0,0.0,23.1,0.0,0.0,-0.8,-12.0,0.0,0.0,0.24879631551634632,0.7192786333417487,1.0,0.0,0.0,0.0,0.0,Leon Smith,208.0,106.0,Unknown,Chicago,Illinois,Leon Smith,C,6-10,"November 2, 1980",Unknown,-16958.952501533437
randy breuer,9148.0,Randy Breuer,C,28.0,MIL,48.0,4.0,513.0,13.8,0.496,0.0,0.285,11.3,19.2,6.2,0.9,4.5,12.6,18.6,0.2,0.7,-2.9,0.8,0.0,0.0,0.24879631551634632,0.549,51.0,22.0,9.0,37.0,29.0,Randy Breuer,221.0,104.0,University of Minnesota,Lake City,Minnesota,Randy Breuer,C,7-3,"October 11, 1960",University of Minnesota,-9141.684085175497
mason plumlee,22703.0,Mason Plumlee,C,23.0,BRK,70.0,22.0,1275.0,19.0,0.67,0.01,0.646,9.3,19.6,8.1,2.0,3.6,16.6,17.1,3.0,1.7,0.5,1.9,1.4,0.0,0.0,0.626,99.0,60.0,49.0,55.0,77.0,Mason Plumlee,211.0,111.0,Duke University,Fort Wayne,Indiana,Mason Plumlee,C-F,6-11,"March 5, 1990",Duke University,-22687.210720332576
mason plumlee,24533.0,Mason Plumlee,C,26.0,DEN,27.0,10.0,632.0,16.3,0.571,0.006,0.42,8.8,21.3,15.9,1.5,3.6,17.7,17.5,0.8,0.6,-0.7,2.2,0.6,0.0,0.0,0.618,50.0,70.0,19.0,29.0,46.0,Mason Plumlee,211.0,111.0,Duke University,Fort Wayne,Indiana,Mason Plumlee,C-F,6-11,"March 5, 1990",Duke University,-24524.301063870687
manny harris,24313.0,Manny Harris,SG,27.0,DAL,4.0,0.0,25.0,-2.2,0.239,0.133,0.267,13.3,29.3,12.7,0.0,0.0,10.7,35.4,-0.2,0.0,-15.1,-3.8,-0.1,0.0,0.0,0.5,3.0,2.0,0.0,0.0,2.0,Manny Harris,196.0,83.0,University of Michigan,Detroit,Michigan,Manny Harris,G,6-5,"September 21, 1989",University of Michigan,-24311.229152289416
kenny sears,1326.0,Kenny Sears,PF,24.0,NYK,72.0,23.593374650359237,2685.0,18.5,0.534,0.15860433144009717,0.542,6.181565025009618,13.708657175836867,13.009962314342726,1.6482685648326287,1.4106242785686793,15.085098559901962,18.906491853360468,8.3,1.7,-1.7783863057171725,-0.5485695052170987,0.5598788286772164,22.215036720029588,0.24879631551634632,0.822,62.18920998220897,126.0,39.89705245948935,24.470260133673126,73.93983201832528,Kenny Sears,206.0,89.0,Santa Clara University,Watsonville,California,Kenny Sears,F,6-9,"August 17, 1933",Santa Clara University,-1296.0178943943938
rod higgins,11078.0,Rod Higgins,SF,33.0,SAC,69.0,4.0,1425.0,12.5,0.52,0.275,0.313,5.0,10.3,11.8,1.7,1.3,10.3,17.5,1.5,1.0,-0.3,-0.6,0.4,43.0,0.323,0.861,66.0,119.0,51.0,29.0,63.0,Rod Higgins,201.0,90.0,"California State University, Fresno",Monroe,Louisiana,Rod Higgins,F,6-7,"January 31, 1960","California State University, Fresno",-11061.30318935016
anthony miller,15290.0,Anthony Miller,PF,29.0,HOU,1.0,0.0,3.0,-6.2,0.49300126334664623,0.15860433144009717,0.32545504587156027,0.0,0.0,0.0,0.0,0.0,15.085098559901962,0.0,0.0,0.0,-5.4,-0.1,0.0,0.0,0.24879631551634632,0.7192786333417487,0.0,0.0,0.0,0.0,0.0,Anthony Miller,206.0,102.0,Michigan State University,Benton Harbor,Michigan,Anthony Miller,F,6-9,"October 22, 1971",Michigan State University,-15289.06892403802
anthony miller,15289.0,Anthony Miller,PF,29.0,ATL,2.0,0.0,6.0,4.7,0.5,0.0,0.0,0.0,37.4,0.0,0.0,0.0,33.3,22.3,0.0,0.0,-15.0,-6.5,0.0,0.0,0.24879631551634632,0.7192786333417487,0.0,0.0,0.0,0.0,1.0,Anthony Miller,206.0,102.0,Michigan State University,Benton Harbor,Michigan,Anthony Miller,F,6-9,"October 22, 1971",Michigan State University,-15288.034201958564
adam morrison,18553.0,Adam Morrison,PF,22.0,CHA,78.0,23.0,2326.0,7.9,0.45,0.273,0.179,2.7,9.2,11.9,0.6,0.2,11.3,22.4,-2.2,0.8,-3.0,-2.5,-2.0,87.0,0.337,0.71,54.0,163.0,28.0,6.0,130.0,Adam Morrison,203.0,92.0,Gonzaga University,Glendive,Montana,Adam Morrison,F,6-8,"July 19, 1984",Gonzaga University,-18525.81442299859
larry nance,7772.0,Larry Nance,PF,25.0,PHO,61.0,55.0,2202.0,20.6,0.612,0.002,0.29,10.2,17.3,11.1,1.9,2.6,12.1,20.8,4.7,3.2,3.0,2.2,4.0,1.0,0.5,0.709,195.0,159.0,88.0,104.0,136.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F,6-9,"January 1, 1993",University of Wyoming,-7746.573062736305
larry nance,7772.0,Larry Nance,PF,25.0,PHO,61.0,55.0,2202.0,20.6,0.612,0.002,0.29,10.2,17.3,11.1,1.9,2.6,12.1,20.8,4.7,3.2,3.0,2.2,4.0,1.0,0.5,0.709,195.0,159.0,88.0,104.0,136.0,Larry Nance,208.0,92.0,Clemson University,Anderson,South Carolina,Larry Nance,F-C,6-10,"February 12, 1959",Clemson University,-7746.573062736305
ryan hollins,18988.0,Ryan Hollins,PF,23.0,CHA,60.0,1.0,532.0,11.4,0.565,0.0,0.872,11.4,11.7,4.0,1.0,4.3,16.1,13.3,0.6,0.4,-2.7,0.6,0.0,0.0,0.24879631551634632,0.671,53.0,14.0,10.0,30.0,25.0,Ryan Hollins,213.0,108.0,"University of California, Los Angeles",Pasadena,California,Ryan Hollins,C,7-0,"October 10, 1984","University of California, Los Angeles",-18980.85655919689
rod higgins,7679.0,Rod Higgins,SF,25.0,CHI,68.0,5.0,942.0,10.2,0.497,0.137,0.333,6.9,11.0,10.4,1.1,0.8,13.7,15.9,0.4,0.5,-1.4,-0.9,-0.1,10.0,0.27,0.667,55.0,73.0,21.0,13.0,49.0,Rod Higgins,201.0,90.0,"California State University, Fresno",Monroe,Louisiana,Rod Higgins,F,6-7,"January 31, 1960","California State University, Fresno",-7667.9362544003025
rod higgins,6963.0,Rod Higgins,SF,23.0,CHI,82.0,42.0,2196.0,12.7,0.521,0.059,0.378,7.7,10.1,10.7,1.4,1.6,13.5,16.6,2.7,1.2,0.0,-0.1,1.1,13.0,0.317,0.792,159.0,175.0,66.0,65.0,127.0,Rod Higgins,201.0,90.0,"California State University, Fresno",Monroe,Louisiana,Rod Higgins,F,6-7,"January 31, 1960","California State University, Fresno",-6937.745847541345
dajuan wagner,16444.0,Dajuan Wagner,SG,19.0,CLE,47.0,24.0,1385.0,10.9,0.466,0.288,0.264,1.6,5.1,16.8,1.4,0.4,11.2,23.8,0.2,0.1,-1.1,-4.1,-1.1,55.0,0.316,0.8,20.0,130.0,38.0,7.0,85.0,Dajuan Wagner,183.0,77.0,University of Texas at Austin,Unknown,Unknown,Dajuan Wagner,G,6-2,"February 4, 1983",University of Memphis,-16427.429896923823
